ref,date,name,other_trades,Other Trades Parenth,Other Trades Dates,Other Trade Suffix 2,Role_primary,Relation to,RoleRelationDates,guild_memberships,opticians,seller_descriptions,Qualifier IS,Dates IS,maker_descriptions,IM Dates Parenth,Material,Qualifier IM,seller_trades,Seller_trades parenth,Seller trade dates,maker_trades,Maker_trade parentheses 1,Maker_trade Date Qual,Maker_qualifier
2862,1821-01-01T00:00:00Z,SMITH,,,,,,,,,Optician,,,,,,,,,,,,,,
2863,1802-01-01T00:00:00Z,SEVERN,,,,,,,,,,,,,,,,,,,,Spectacle,,,
2864,1833-01-01T00:00:00Z,SAXTON,,,,,,,,,,,,,,,,,,,,Machine,Magneto electric,,
2865,1854-01-01T00:00:00Z,SARGENT,,,,,,,,,,,,,Optical,,,,,,,,,,
2865,1854-01-01T00:00:00Z,SARGENT,,,,,,,,,,,,,Nautical,,,,,,,,,,
2865,1854-01-01T00:00:00Z,SARGENT,,,,,,,,,,,,,Mathematical,,,,,,,,,,
2866,1791-01-01T00:00:00Z,BASSINGHAM,,,,,,,,,,,,,,,,,,,,Scale,,,
2866,1791-01-01T00:00:00Z,BASSINGHAM,,,,,,,,,,,,,,,,,,,,Scale,,,
2866,1791-01-01T00:00:00Z,BASSINGHAM,,,,,,,,Blacksmiths,,,,,,,,,,,,,,,
2866,1791-01-01T00:00:00Z,BASSINGHAM,,,,,,,,Drapers,,,,,,,,,,,,,,,
2866,1791-01-01T00:00:00Z,BASSINGHAM,,,,,Blacksmith,,,,,,,,,,,,,,,,,,
2867,1777-01-01T00:00:00Z,HARRIS,,,,,,,,,,,,,Mathematical,,,,,,,,,,
2867,1777-01-01T00:00:00Z,HARRIS,,,,,,,,Merchant Taylors,,,,,,,,,,,,,,,
2868,1790-01-01T00:00:00Z,RICHARDSON,,,,,,,,,Optician,,,,,,,,,,,,,,
2869,1801-01-01T00:00:00Z,RICHARDSON,,,,,,,,,Optician,,,,,,,,,,,,,,
2869,1801-01-01T00:00:00Z,RICHARDSON,,,,,,,,Founders,,,,,,,,,,,,,,,
2869,1801-01-01T00:00:00Z,RICHARDSON,,,,,,,,Spectaclemakers,,,,,,,,,,,,,,,
2870,1827-01-01T00:00:00Z,PASTORELLI,,,,,,,,,,,,,,,,,,,,Barometer,,,
2871,1809-01-01T00:00:00Z,NORTH,,,,,,,,,,,,,,,,,,,,Clock,,,
2871,1809-01-01T00:00:00Z,NORTH,,,,,,,,,,,,,,,,,,,,Watch,,,
2871,1809-01-01T00:00:00Z,NORTH,,,,,,,,,,,,,Mathematical,,,,,,,,,,
2872,1827-01-01T00:00:00Z,PARSONS,,,,,,,,,,,,,Mathematical,,,,,,,,,,
2872,1827-01-01T00:00:00Z,PARSONS,,,,,,,,,,,,,Philosophical,,,,,,,,,,
2872,1827-01-01T00:00:00Z,PARSONS,,,,,,,,,,,,,Optical,,,,,,,,,,
2872,1827-01-01T00:00:00Z,PARSONS,,,,,Divider ,instruments (mathematical),,,,,,,,,,,,,,,,,
2873,1813-01-01T00:00:00Z,DALY,,,,,,,,,Optician,,,,,,,,,,,,,,
2874,1807-01-01T00:00:00Z,MARRIOTT,,,,,,,,,,,,,,,,,,,,Scale,,,
2874,1807-01-01T00:00:00Z,MARRIOTT,,,,,,,,,,,,,,,,,,,,Scale,,,
2874,1807-01-01T00:00:00Z,MARRIOTT,,,,,,,,,,,,,,,,,,,,Weighing machine,,,
2874,1807-01-01T00:00:00Z,MARRIOTT,,,,,,,,,,,,,,,,,,,,Weighing machine,,,
2874,1807-01-01T00:00:00Z,MARRIOTT,,,,,,,,Armourers,,,,,,,,,,,,,,,
2874,1807-01-01T00:00:00Z,MARRIOTT,,,,,,,,Brasiers,,,,,,,,,,,,,,,
2874,1807-01-01T00:00:00Z,MARRIOTT,,,,,Ironmonger,iron,,,,,,,,,,,,,,,,,
2875,1821-01-01T00:00:00Z,DANCER,,,,,,,,,,,,,Mathematical,,,,,,,,,,
2875,1821-01-01T00:00:00Z,DANCER,,,,,,,,,Optician,,,,,,,,,,,,,,
2876,1814-01-01T00:00:00Z,DANIEL,,,,,,,,,,,,,,,,,,,,Chronometer,,,
2877,1824-01-01T00:00:00Z,DANIEL,,,,,,,,,,,,,,,,,,,,Watch,,,
2877,1824-01-01T00:00:00Z,DANIEL,,,,,,,,,,,,,,,,,,,,Watch,,,
2877,1824-01-01T00:00:00Z,DANIEL,,,,,,,,,,,,,,,,,,,,Chronometer,,,
2877,1824-01-01T00:00:00Z,DANIEL,,,,,,,,,,,,,,,,,,,,Chronometer,,,
2877,1824-01-01T00:00:00Z,DANIEL,,,,,Jeweller,,,,,,,,,,,,,,,,,,
2877,1824-01-01T00:00:00Z,DANIEL,,,,,Smith ,silver,,,,,,,,,,,,,,,,,
2878,1824-01-01T00:00:00Z,DAVIS,,,,,,,,,,,,,,,,,,,,Thermometer,,,
2878,1824-01-01T00:00:00Z,DAVIS,,,,,,,,,,,,,,,,,,,,Thermometer,,,
2878,1824-01-01T00:00:00Z,DAVIS,,,,,,,,,Optician,,,,,,,,,,,,,,
2879,1825-01-01T00:00:00Z,DAVIS,,,,,,,,,,,,,Philosophical,,,,,,,,,,
2879,1825-01-01T00:00:00Z,DAVIS,,,,,Blower ,glass,,,,,,,,,,,,,,,,,
2880,1828-01-01T00:00:00Z,DAVIS,,,,,,,,,,,,,Philosophical,,,,,,,,,,
2880,1828-01-01T00:00:00Z,DAVIS,,,,,,,,,,,,,Mathematical,,,,,,,,,,
2880,1828-01-01T00:00:00Z,DAVIS,,,,,,,,,Optician,,,,,,,,,,,,,,
2881,1818-01-01T00:00:00Z,DAWSON,,,,,,,,,,,,,,,,,,,,Curtain Rod,,,
2881,1818-01-01T00:00:00Z,DAWSON,,,,,,,,,,,,,,,,,,,,Bed-screw,,,
2881,1818-01-01T00:00:00Z,DAWSON,,,,,,,,,,,,,,,,,,,,Rule,,,
2883,1833-01-01T00:00:00Z,DELVECCHIO,,,,,,,,,,,,,,,,,,,,Frame,,,
2884,1830-01-01T00:00:00Z,DOWLING,,,,,,,,,Optician,,,,,,,,,,,,,,
2885,1824-01-01T00:00:00Z,DUNN,,,,,,,,,,,,,Optical,,,,,,,,,,
2885,1824-01-01T00:00:00Z,DUNN,,,,,,,,,,,,,Mathematical,,,,,,,,,,
2885,1824-01-01T00:00:00Z,DUNN,,,,,,,,,Optician,,,,,,,,,,,,,,
2886,1829-01-01T00:00:00Z,EGGINGTON,,,,,,,,,,,,,,,,,,,,Model,,,
2886,1829-01-01T00:00:00Z,EGGINGTON,,,,,,,,,,,,,,,,,,,,Model,,,
2886,1829-01-01T00:00:00Z,EGGINGTON,,,,,,,,,,,,,Philosophical,,,,,,,,,,
2886,1829-01-01T00:00:00Z,EGGINGTON,,,,,Modeller ,steam-engine,,,,,,,,,,,,,,,,,
2887,1808-01-01T00:00:00Z,ELKINGTON,,,,,,,,,,,,,,,,,,,,Case,,,
2887,1808-01-01T00:00:00Z,ELKINGTON,,,,,,,,,,,,,,,,,,,,Case,,,
2887,1808-01-01T00:00:00Z,ELKINGTON,,,,,,,,,,,,,,,,,,,,Box,,,
2887,1808-01-01T00:00:00Z,ELKINGTON,,,,,,,,,,,,,,,,,,,,Box,,,
2887,1808-01-01T00:00:00Z,ELKINGTON,,,,,,,,,,,,,,,,,,,,Toy,,,
2887,1808-01-01T00:00:00Z,ELKINGTON,,,,,,,,,,,,,,,,,,,,Toy,,,
2887,1808-01-01T00:00:00Z,ELKINGTON,,,,,,,,,,,,,,,,,,,,Spectacle,,,
2887,1808-01-01T00:00:00Z,ELKINGTON,,,,,,,,,,,,,,,,,,,,Spectacle,,,
2887,1808-01-01T00:00:00Z,ELKINGTON,,,,,,,,,Optician,,,,,,,,,,,,,,
2888,1816-01-01T00:00:00Z,EZEKIEL,,,,,,,,,Optician,,,,,,,,,,,,,,
2888,1816-01-01T00:00:00Z,EZEKIEL,,,,,Engraver,,,,,,,,,,,,,,,,,,
2889,1818-01-01T00:00:00Z,FARROLL,,,,,,,,,,,,,,,,,,,,Rule,Ivory & Box,,
2890,1829-01-01T00:00:00Z,FIELD,,,,,,,,,,,,,,,,,,,,Spectacle,,,
2890,1829-01-01T00:00:00Z,FIELD,,,,,,,,,,,,,,,,,,,,Spectacle,,,
2890,1829-01-01T00:00:00Z,FIELD,,,,,,,,,Optician,,,,,,,,,,,,,,
2891,1818-01-01T00:00:00Z,FINNIE,,,,,,,,,Optician,,,,,,,,,,,,,,
2892,1826-01-01T00:00:00Z,FINNIE & LIDDLE,,,,,,,,,,,,,Optical,,,,,,,,,,
2893,1823-01-01T00:00:00Z,FOSTER,,,,,,,,,,,,,Mathematical,,,,,,,,,,
2893,1823-01-01T00:00:00Z,FOSTER,,,,,,,,,Optician,,,,,,,,,,,,,,
2893,1823-01-01T00:00:00Z,FOSTER,,,,,Stationer ,,,,,,,,,,,,,,,,,,
2894,1837-01-01T00:00:00Z,FOSTER,,,,,,,,,,,,,,,,,,,,Watch,,,
2894,1837-01-01T00:00:00Z,FOSTER,,,,,,,,,,,,,,,,,,,,Chronometer,,,
