source,relationship,target
3012,SUCCEEDED__BY,2676
193,APPRENTICED_TO,127
3595,ASSOCIATED_WITH,3331
3595,ASSOCIATED_WITH,3295
4690,APPRENTICED_TO,2170
4689,TOOK_OVER_FROM,1192
8632,PARENT_OF,8633
3595,ASSOCIATED_WITH,2793
3595,PARTNERSHIP,3598
8632,ASSOCIATED_WITH,5223
3595,PARENT_OF,8632
193,ASSOCIATED_WITH,129
193,ASSOCIATED_WITH,160
3597,TOOK_OVER_FROM,3595
4691,PARTNERSHIP,8632
8979,SEE_ALSO,3390
2510,APPRENTICED_TO,1301
2510,ASSOCIATED_WITH,2511
2510,HAD_APPRENTICE,2514
2679,SEE_ALSO,4692
2702,SEE_ALSO,4692
2702,SEE_ALSO,2680
2702,SEE_ALSO,6203
2702,SEE_ALSO,6204
2679,SEE_ALSO,6203
2679,SEE_ALSO,6204
6203,SEE_ALSO,2702
2701,SEE_ALSO,2679
6203,SEE_ALSO,6204
2701,SEE_ALSO,2702
2680,SEE_ALSO,6203
2680,SEE_ALSO,2679
6204,SEE_ALSO,2702
6203,SEE_ALSO,4692
2680,SEE_ALSO,4692
6204,SEE_ALSO,6203
2679,SEE_ALSO,2702
2680,SEE_ALSO,2702
6204,SEE_ALSO,2679
6204,SEE_ALSO,4692
2680,SEE_ALSO,6204
6203,SEE_ALSO,2679
1717,SEE_ALSO,5755
5755,SEE_ALSO,4696
5755,SEE_ALSO,1717
568,ASSOCIATED_WITH,3569
6210,SEE_ALSO,4697
6209,SEE_ALSO,6210
1420,PARTNERSHIP,8824
8824,SUCCEEDED__BY,1420
8824,TOOK_OVER_FROM,1420
8327,APPRENTICED_TO,3472
6213,TOOK_OVER_FROM,3244
9132,TOOK_OVER_FROM,2977
9132,PARENT_OF,9980
9132,PARTNERSHIP,4628
9980,WORKED_FOR,9132
9980,CHILD_OF,9132
6214,TOOK_OVER_FROM,6213
4699,PARENT_OF,9550
519,WORKED_FOR,207
9581,SAME_PREMISES_AS,559
6217,SAME_PREMISES_AS,6937
519,ASSOCIATED_WITH,390
9550,CHILD_OF,4699
519,WORKED_FOR,312
1072,HAD_APPRENTICE,2201
5209,CHILD_OF,1072
1072,PARENT_OF,5209
10241,TOOK_OVER_FROM,5128
10241,SEE_ALSO,6219
56,ASSOCIATED_WITH,197
56,APPRENTICED_TO,94
1261,TOOK_OVER_FROM,1449
6220,SEE_ALSO,1261
6220,WORKED_FOR,509
6220,TOOK_OVER_FROM,509
1697,SEE_ALSO,2002
2002,SEE_ALSO,1697
2001,SEE_ALSO,1697
1697,TOOK_OVER_FROM,1901
1697,SUCCEEDED__BY,2706
2002,TOOK_OVER_FROM,2706
1697,SEE_ALSO,2001
2002,SEE_ALSO,2001
2001,SEE_ALSO,2706
2706,SEE_ALSO,2001
2706,TOOK_OVER_FROM,1697
2626,SEE_ALSO,1697
2626,SUCCEEDED__BY,5153
2626,SEE_ALSO,1901
2626,SEE_ALSO,2001
2626,SEE_ALSO,2706
1730,PARENT_OF,2700
2700,TOOK_OVER_FROM,1730
1730,SUCCEEDED__BY,2700
1730,APPRENTICED_TO,1904
1730,HAD_APPRENTICE,2700
2700,CHILD_OF,1730
1727,HAD_APPRENTICE,3460
1727,APPRENTICED_TO,2597
1727,HAD_APPRENTICE,3274
10174,SAME_PREMISES_AS,7409
2005,SEE_ALSO,2004
6222,SEE_ALSO,4249
6222,SUCCEEDED__BY,6224
4249,SEE_ALSO,6222
4249,SEE_ALSO,6224
4250,TOOK_OVER_FROM,4249
4250,SEE_ALSO,9144
4250,SEE_ALSO,6224
4250,ASSOCIATED_WITH,1584
9144,SEE_ALSO,4249
6224,SUCCEEDED__BY,4249
6224,TOOK_OVER_FROM,6222
1073,HAD_APPRENTICE,812
1073,HAD_APPRENTICE,5750
1073,APPRENTICED_TO,345
2707,SEE_ALSO,6226
6226,SEE_ALSO,2707
6225,SEE_ALSO,4251
47,APPRENTICED_TO,738
47,WORKED_FOR,738
47,TOOK_OVER_FROM,1960
1726,SUCCEEDED__BY,2708
2708,TOOK_OVER_FROM,1726
2708,SUCCEEDED__BY,8650
8650,TOOK_OVER_FROM,2708
1217,HAD_APPRENTICE,173
1217,APPRENTICED_TO,99
99,HAD_APPRENTICE,173
1217,CHILD_OF,99
99,HAD_APPRENTICE,834
99,PARENT_OF,1217
49,APPRENTICED_TO,2112
49,HAD_APPRENTICE,319
49,HAD_APPRENTICE,3377
50,PARENT_OF,5389
2007,TOOK_OVER_FROM,2709
570,SEE_ALSO,50
2008,SEE_ALSO,571
2008,TOOK_OVER_FROM,50
2008,APPRENTICED_TO,50
2007,CHILD_OF,50
2008,SIBLING_OF,5389
50,PARENT_OF,2008
2008,CHILD_OF,50
50,APPRENTICED_TO,696
50,HAD_APPRENTICE,2008
50,HAD_APPRENTICE,5389
50,SUCCEEDED__BY,2709
5389,SUCCEEDED__BY,2008
5389,APPRENTICED_TO,50
5389,PARTNERSHIP,2709
5389,CHILD_OF,50
2709,SEE_ALSO,2008
4034,APPRENTICED_TO,853
4704,APPRENTICED_TO,3510
2710,PARENT_OF,9273
9273,PARTNERSHIP,2747
2710,HAD_APPRENTICE,3329
2710,WORKED_FOR,3282
2710,PARTNERSHIP,2747
9273,CHILD_OF,2710
2747,SEE_ALSO,9273
2747,TOOK_OVER_FROM,2710
142,SEE_ALSO,5584
9654,SUCCEEDED__BY,6237
9654,TOOK_OVER_FROM,6237
6238,TOOK_OVER_FROM,6237
3604,SPOUSE_OF,3605
3605,TOOK_OVER_FROM,3604
3605,SPOUSE_OF,3604
3604,SUCCEEDED__BY,3605
9748,SEE_ALSO,6239
6239,SEE_ALSO,9748
9610,SUCCEEDED__BY,9906
5400,APPRENTICED_TO,774
2009,APPRENTICED_TO,2537
5777,SEE_ALSO,5778
2751,SEE_ALSO,2750
2750,SUCCEEDED__BY,2751
8937,WORKED_FOR,749
8937,SEE_ALSO,1110
1110,SEE_ALSO,8937
1075,SEE_ALSO,1907
1075,SEE_ALSO,422
4711,SUCCEEDED__BY,6248
1668,ASSOCIATED_WITH,945
1668,ASSOCIATED_WITH,500
1668,ASSOCIATED_WITH,318
1725,SUCCEEDED__BY,5728
2741,PARTNERSHIP,1700
2740,APPRENTICED_TO,2742
871,SEE_ALSO,1311
2740,PARTNERSHIP,1700
2740,PARENT_OF,2741
1725,SEE_ALSO,3516
3516,SEE_ALSO,1725
2742,APPRENTICED_TO,2536
2742,HAD_APPRENTICE,2740
1724,SEE_ALSO,1725
2753,SEE_ALSO,1725
1723,SEE_ALSO,1725
2754,SEE_ALSO,1725
1700,SEE_ALSO,2741
1700,SEE_ALSO,2740
2755,SEE_ALSO,3516
9660,TOOK_OVER_FROM,6249
6249,SUCCEEDED__BY,9660
2756,SUCCEEDED__BY,6252
6252,SEE_ALSO,2756
405,SEE_ALSO,2757
2757,SEE_ALSO,405
2758,SEE_ALSO,2011
4714,SUCCEEDED__BY,4873
4714,SPOUSE_OF,2012
6255,SEE_ALSO,4714
4714,TOOK_OVER_FROM,2012
4714,EMPLOYED_BY,4873
4714,SEE_ALSO,6255
2012,SUCCEEDED__BY,4714
2014,SEE_ALSO,2759
2014,SEE_ALSO,2013
2013,SEE_ALSO,2014
2013,SUCCEEDED__BY,2759
2013,TOOK_OVER_FROM,2015
2014,SEE_ALSO,2015
2015,SEE_ALSO,2014
2015,SUCCEEDED__BY,2013
2015,SEE_ALSO,2759
2759,SEE_ALSO,2015
2759,TOOK_OVER_FROM,2013
2759,SEE_ALSO,2014
6257,SEE_ALSO,6258
6257,SEE_ALSO,6260
6257,SEE_ALSO,6259
6257,SEE_ALSO,4715
6256,SEE_ALSO,6259
6256,SEE_ALSO,6260
6256,SEE_ALSO,6258
6258,SEE_ALSO,6257
6258,SEE_ALSO,6256
6258,SEE_ALSO,6260
6258,SEE_ALSO,6261
6258,SEE_ALSO,6259
6259,SEE_ALSO,6257
6259,SEE_ALSO,4715
6259,SEE_ALSO,6258
6259,SEE_ALSO,6260
6259,SEE_ALSO,6261
6258,SEE_ALSO,4715
6257,SEE_ALSO,6256
6256,SEE_ALSO,4715
6256,SEE_ALSO,6257
6260,SEE_ALSO,6261
6260,SEE_ALSO,6258
6260,SEE_ALSO,4715
6260,SEE_ALSO,6256
6260,SEE_ALSO,6259
6261,SEE_ALSO,6259
6261,SEE_ALSO,6256
6261,SEE_ALSO,6257
6261,SEE_ALSO,4715
6261,SEE_ALSO,6258
8938,WORKED_FOR,749
2016,SEE_ALSO,573
2016,EMPLOYED_BY,3911
2016,UNCLE_AUNT_OF,7480
1041,SUCCEEDED__BY,2760
1041,SEE_ALSO,573
1041,SEE_ALSO,2016
2016,SUCCEEDED__BY,7480
2016,SEE_ALSO,2760
2016,SEE_ALSO,1041
2760,SUCCEEDED__BY,573
2760,SEE_ALSO,2016
2760,TOOK_OVER_FROM,1041
573,TOOK_OVER_FROM,2760
573,SEE_ALSO,2016
9669,SAME_PREMISES_AS,8722
9669,SUCCEEDED__BY,10070
9669,AGENT_TO,8722
9669,SAME_PREMISES_AS,9694
10070,SEE_ALSO,9669
6266,SEE_ALSO,9655
9655,SEE_ALSO,6266
9263,TOOK_OVER_FROM,2763
4717,SUCCEEDED__BY,6267
2763,SEE_ALSO,6269
6269,SEE_ALSO,9263
9263,CHILD_OF,2763
6269,SEE_ALSO,2763
2763,ASSOCIATED_WITH,566
6267,SUCCEEDED__BY,6274
6267,TOOK_OVER_FROM,4717
6267,SEE_ALSO,2763
6268,SEE_ALSO,2763
6268,SEE_ALSO,9263
6274,SEE_ALSO,4717
2763,PARENT_OF,9263
6270,SIBLING_OF,9263
2763,SEE_ALSO,9263
6269,SEE_ALSO,6268
6272,TOOK_OVER_FROM,6271
6270,TOOK_OVER_FROM,6275
6270,SEE_ALSO,6271
6274,TOOK_OVER_FROM,6267
6271,SUCCEEDED__BY,6272
6271,SEE_ALSO,6270
2763,PARTNERSHIP,3007
2763,SEE_ALSO,4717
6273,SEE_ALSO,6268
6273,SEE_ALSO,6269
6273,SEE_ALSO,9263
6273,SEE_ALSO,6274
9716,SAME_PREMISES_AS,9724
6275,SUCCEEDED__BY,6270
6275,SEE_ALSO,6269
3007,SEE_ALSO,2763
3007,SEE_ALSO,6268
3007,SEE_ALSO,9263
6275,SEE_ALSO,6271
6275,SEE_ALSO,2763
6280,SEE_ALSO,6279
6281,PARTNERSHIP,6282
6282,TOOK_OVER_FROM,6281
290,APPRENTICED_TO,282
290,WORKED_FOR,232
290,HAD_APPRENTICE,1371
5370,HAD_APPRENTICE,1853
5370,SPOUSE_OF,5361
6289,SUCCEEDED__BY,6289
6289,SEE_ALSO,6288
6291,SUCCEEDED__BY,6292
6292,TOOK_OVER_FROM,6291
6293,SEE_ALSO,6294
2764,SEE_ALSO,2766
2764,SUCCEEDED__BY,4073
4073,SEE_ALSO,6295
2765,SEE_ALSO,4073
2764,SEE_ALSO,2765
6294,SEE_ALSO,6293
2766,SUCCEEDED__BY,2765
2766,SEE_ALSO,2764
54,APPRENTICED_TO,289
54,TOOK_OVER_FROM,289
4718,APPRENTICED_TO,837
6297,ASSOCIATED_WITH,4884
1801,APPRENTICED_TO,1000
1801,HAD_APPRENTICE,2390
9216,ASSOCIATED_WITH,293
9216,ASSOCIATED_WITH,155
10505,SUCCEEDED__BY,9769
10505,TOOK_OVER_FROM,9769
6300,SEE_ALSO,4720
9391,ASSOCIATED_WITH,9392
9391,ASSOCIATED_WITH,9314
5060,SEE_ALSO,9553
5139,SEE_ALSO,5060
3556,HAD_APPRENTICE,2204
10068,TOOK_OVER_FROM,9734
575,HAD_APPRENTICE,9734
9734,SUCCEEDED__BY,10068
4922,TOOK_OVER_FROM,8636
4922,SEE_ALSO,575
8634,SEE_ALSO,575
5061,SAME_PREMISES_AS,9442
5061,ASSOCIATED_WITH,2992
10311,SEE_ALSO,10346
126,APPRENTICED_TO,17
126,ASSOCIATED_WITH,116
126,ASSOCIATED_WITH,122
3010,SEE_ALSO,2017
2017,SEE_ALSO,3010
3430,APPRENTICED_TO,2866
3010,HAD_APPRENTICE,3959
3010,HAD_APPRENTICE,3438
3010,HAD_APPRENTICE,3433
3430,HAD_APPRENTICE,5520
1800,HAD_APPRENTICE,3478
1799,HAD_APPRENTICE,1800
1799,APPRENTICED_TO,2457
1799,TOOK_OVER_FROM,2457
1800,APPRENTICED_TO,1799
1030,APPRENTICED_TO,194
6309,SEE_ALSO,4724
8593,SEE_ALSO,4725
4724,SEE_ALSO,6309
4725,SEE_ALSO,8593
1701,TOOK_OVER_FROM,1141
8455,SEE_ALSO,58
97,HAD_APPRENTICE,175
97,HAD_APPRENTICE,110
2533,APPRENTICED_TO,2516
1141,SUCCEEDED__BY,1701
3315,SUCCEEDED__BY,3492
10418,SUCCEEDED__BY,10445
55,SUCCEEDED__BY,1016
3609,SUCCEEDED__BY,3622
3609,TOOK_OVER_FROM,3607
6312,SEE_ALSO,1841
580,ASSOCIATED_WITH,408
115,ASSOCIATED_WITH,201
58,SEE_ALSO,1703
115,HAD_APPRENTICE,1271
1703,SEE_ALSO,58
115,CHILD_OF,97
58,SEE_ALSO,388
115,ASSOCIATED_WITH,140
2018,HAD_APPRENTICE,2767
2767,CHILD_OF,2018
6316,SEE_ALSO,6316
6314,CHILD_OF,2018
2767,SIBLING_OF,4252
582,UNCLE_AUNT_OF,2018
582,UNCLE_AUNT_OF,1347
4252,ASSOCIATED_WITH,9378
4252,EMPLOYED_BY,4269
4252,PARTNERSHIP,6317
4252,CHILD_OF,2018
582,UNCLE_AUNT_OF,581
2767,SIBLING_OF,2776
583,HAD_APPRENTICE,581
2767,APPRENTICED_TO,2018
2767,TOOK_OVER_FROM,1633
583,SAME_PREMISES_AS,630
583,SEE_ALSO,2767
583,HAD_APPRENTICE,5524
583,HAD_APPRENTICE,791
583,APPRENTICED_TO,728
583,SIBLING_OF,582
583,PARENT_OF,581
582,HAD_APPRENTICE,5532
582,HAD_APPRENTICE,1352
582,APPRENTICED_TO,728
582,SIBLING_OF,583
581,ASSOCIATED_WITH,791
581,APPRENTICED_TO,583
581,SIBLING_OF,1347
581,CHILD_OF,583
2018,SIBLING_OF,1347
2018,HAD_APPRENTICE,2776
2776,SIBLING_OF,2767
2018,HAD_APPRENTICE,4252
1347,SEE_ALSO,2776
1347,SIBLING_OF,583
1347,SIBLING_OF,581
2018,PARENT_OF,2776
1347,CHILD_OF,583
2018,PARENT_OF,2767
6314,SIBLING_OF,6315
2018,PARENT_OF,4252
2776,APPRENTICED_TO,2018
9370,SEE_ALSO,5524
6317,TOOK_OVER_FROM,4252
6317,SUCCEEDED__BY,4252
3492,TOOK_OVER_FROM,3315
3864,TOOK_OVER_FROM,3866
6318,SUCCEEDED__BY,6319
3865,SEE_ALSO,3866
6318,SEE_ALSO,9352
2019,HAD_APPRENTICE,4461
2019,APPRENTICED_TO,2541
3864,SEE_ALSO,3865
3866,SEE_ALSO,3865
9352,TOOK_OVER_FROM,6319
4726,TOOK_OVER_FROM,5741
6327,TOOK_OVER_FROM,4727
4727,SUCCEEDED__BY,6327
8994,APPRENTICED_TO,935
9080,SEE_ALSO,8994
6330,SEE_ALSO,8994
6330,SUCCEEDED__BY,9080
6330,TOOK_OVER_FROM,9079
3611,PARENT_OF,3610
3611,PARENT_OF,9292
3610,SIBLING_OF,5740
3610,ASSOCIATED_WITH,8320
3610,PARTNERSHIP,9264
5740,SIBLING_OF,3610
3610,EMPLOYED_BY,3668
3611,PARENT_OF,5740
3610,CHILD_OF,3611
3610,SIBLING_OF,9292
3610,ASSOCIATED_WITH,5464
3610,ASSOCIATED_WITH,3881
9292,CHILD_OF,3611
9292,SIBLING_OF,5740
9292,SIBLING_OF,3610
9292,PARTNERSHIP,9264
9292,TOOK_OVER_FROM,3611
9264,SEE_ALSO,9292
4346,SEE_ALSO,3610
9264,SEE_ALSO,5740
9264,SEE_ALSO,3611
3614,SEE_ALSO,3613
3614,SUCCEEDED__BY,3615
3615,SUCCEEDED__BY,3616
3615,TOOK_OVER_FROM,3614
3616,SEE_ALSO,3614
3616,TOOK_OVER_FROM,3615
4733,TOOK_OVER_FROM,4732
4733,SUCCEEDED__BY,5062
5062,TOOK_OVER_FROM,4733
6339,SEE_ALSO,6338
4735,EMPLOYED_BY,5073
2526,APPRENTICED_TO,2516
1839,APPRENTICED_TO,2482
2526,ASSOCIATED_WITH,588
1838,SUCCEEDED__BY,10482
3432,HAD_APPRENTICE,7374
3432,SUCCEEDED__BY,8652
3432,APPRENTICED_TO,2359
8651,CHILD_OF,3432
3432,HAD_APPRENTICE,7957
8652,TOOK_OVER_FROM,3432
5756,APPRENTICED_TO,853
2786,APPRENTICED_TO,180
6345,SEE_ALSO,6345
2769,PARENT_OF,9433
1704,SIBLING_OF,60
1704,CHILD_OF,390
390,HAD_APPRENTICE,1092
3841,SEE_ALSO,2023
3841,PARTNERSHIP,1098
585,SEE_ALSO,390
585,SEE_ALSO,4859
585,SEE_ALSO,60
60,SEE_ALSO,3841
60,PARTNERSHIP,1098
60,SIBLING_OF,1704
60,CHILD_OF,390
3433,HAD_APPRENTICE,4163
3433,HAD_APPRENTICE,2039
1098,SUCCEEDED__BY,3841
1098,TOOK_OVER_FROM,60
9433,TOOK_OVER_FROM,3573
3433,HAD_APPRENTICE,2772
3433,APPRENTICED_TO,3010
2023,SEE_ALSO,3841
2023,SEE_ALSO,2025
2024,SEE_ALSO,2023
2024,SEE_ALSO,1098
2024,SEE_ALSO,2025
2025,SEE_ALSO,2023
2025,SEE_ALSO,1098
2025,SEE_ALSO,4731
3381,SEE_ALSO,1705
4859,SEE_ALSO,585
4859,HAD_APPRENTICE,5392
390,PARENT_OF,60
390,PARENT_OF,1704
390,HAD_APPRENTICE,430
390,ASSOCIATED_WITH,519
390,ASSOCIATED_WITH,395
2769,APPRENTICED_TO,608
2769,HAD_APPRENTICE,4889
2769,SUCCEEDED__BY,3573
3573,PARTNERSHIP,2769
3573,TOOK_OVER_FROM,2769
3573,SUCCEEDED__BY,9433
2502,PARENT_OF,2525
2525,PARENT_OF,2523
2502,ASSOCIATED_WITH,232
2502,ASSOCIATED_WITH,2521
2502,HAD_APPRENTICE,4462
2522,SIBLING_OF,2524
2522,SPOUSE_OF,2523
2522,ASSOCIATED_WITH,2521
2523,TOOK_OVER_FROM,2522
2502,HAD_APPRENTICE,2521
2502,HAD_APPRENTICE,2509
2502,APPRENTICED_TO,645
2524,SIBLING_OF,2522
2524,HAD_APPRENTICE,9950
2524,ASSOCIATED_WITH,2521
2502,PARENT_OF,2522
2502,PARENT_OF,2524
2524,SIBLING_OF,2525
2525,CHILD_OF,2502
2525,SIBLING_OF,2524
2525,SIBLING_OF,2522
2525,APPRENTICED_TO,2502
2522,CHILD_OF,2502
2522,SIBLING_OF,2525
2525,HAD_APPRENTICE,2530
2525,ASSOCIATED_WITH,2521
2523,SPOUSE_OF,2522
4253,TOOK_OVER_FROM,566
6347,SUCCEEDED__BY,4253
6349,SEE_ALSO,2770
2026,SEE_ALSO,2027
1089,APPRENTICED_TO,359
2027,SEE_ALSO,2026
3399,SEE_ALSO,2027
2770,SEE_ALSO,4560
1089,SEE_ALSO,3399
2770,SEE_ALSO,8825
3399,SEE_ALSO,1089
2771,SEE_ALSO,4560
2771,SEE_ALSO,2770
8490,CHILD_OF,8489
5048,SEE_ALSO,6351
2772,HAD_APPRENTICE,1983
2772,HAD_APPRENTICE,1984
2772,HAD_APPRENTICE,3449
6352,PARENT_OF,6352
2773,PARTNERSHIP,2774
2773,SUCCEEDED__BY,2774
2773,SEE_ALSO,3040
2774,ASSOCIATED_WITH,403
2774,TOOK_OVER_FROM,2773
4513,HAD_APPRENTICE,4513
4513,APPRENTICED_TO,4508
1662,SEE_ALSO,4740
853,HAD_APPRENTICE,5299
853,HAD_APPRENTICE,802
853,APPRENTICED_TO,135
853,HAD_APPRENTICE,4034
853,HAD_APPRENTICE,5756
6354,SUCCEEDED__BY,6356
6355,TOOK_OVER_FROM,6357
6356,TOOK_OVER_FROM,6354
6356,SUCCEEDED__BY,6357
2000,PARTNERSHIP,4743
4743,SEE_ALSO,2000
6359,SEE_ALSO,2000
6359,PARTNERSHIP,6361
6359,SUCCEEDED__BY,6361
6359,PARTNERSHIP,4743
2000,SUCCEEDED__BY,8262
2000,SEE_ALSO,6359
2000,SEE_ALSO,6361
6360,SUCCEEDED__BY,6359
6360,SEE_ALSO,2000
6361,TOOK_OVER_FROM,6359
6361,SEE_ALSO,2000
6361,SEE_ALSO,4743
6362,SUPPLIED_BY,7332
6362,SUPPLIED_BY,7102
3366,SUCCEEDED__BY,6363
4744,SEE_ALSO,4600
4744,SEE_ALSO,6364
8365,CHILD_OF,4744
8365,TOOK_OVER_FROM,4744
4744,WORKED_FOR,5029
4744,SUCCEEDED__BY,8365
6364,TOOK_OVER_FROM,8365
6364,SEE_ALSO,4744
2801,SEE_ALSO,2800
2800,SEE_ALSO,3162
2800,TOOK_OVER_FROM,1419
3162,SEE_ALSO,1419
1419,SEE_ALSO,2801
3162,SEE_ALSO,2800
2801,SEE_ALSO,1419
2800,SEE_ALSO,2801
4745,TOOK_OVER_FROM,4746
4746,SUCCEEDED__BY,4745
6367,SUCCEEDED__BY,6368
6368,TOOK_OVER_FROM,6367
3067,TOOK_OVER_FROM,2802
3618,TOOK_OVER_FROM,3647
2803,SEE_ALSO,9229
4748,SEE_ALSO,2803
4747,SEE_ALSO,9229
9229,SEE_ALSO,4747
4747,SUCCEEDED__BY,4748
4748,TOOK_OVER_FROM,4747
3618,SEE_ALSO,3620
9828,CHILD_OF,3835
8429,SEE_ALSO,3835
3835,SEE_ALSO,8429
4568,PARTNERSHIP,1625
3818,SEE_ALSO,3834
3834,SEE_ALSO,3818
9808,SEE_ALSO,5814
6374,SEE_ALSO,9187
9187,SEE_ALSO,6374
10322,SUCCEEDED__BY,6378
6378,TOOK_OVER_FROM,10322
6377,TOOK_OVER_FROM,6378
2804,SEE_ALSO,4754
8417,SUCCEEDED__BY,4755
4755,TOOK_OVER_FROM,8417
4754,SEE_ALSO,2804
912,APPRENTICED_TO,1021
4020,SUCCEEDED__BY,8343
4020,WORKED_FOR,6859
4020,APPRENTICED_TO,183
4759,HAD_APPRENTICE,3402
2028,SIBLING_OF,4100
4100,SIBLING_OF,2028
2028,SUCCEEDED__BY,4100
2028,SUPPLIED_TO,4600
3493,ASSOCIATED_WITH,2914
3493,TOOK_OVER_FROM,4100
3161,TOOK_OVER_FROM,2036
6783,SEE_ALSO,3161
8563,WORKED_FOR,7184
2504,HAD_APPRENTICE,2512
2503,SUCCEEDED__BY,858
2503,TOOK_OVER_FROM,2504
2503,SPOUSE_OF,2504
6022,SEE_ALSO,3295
2504,SUCCEEDED__BY,2503
858,CHILD_OF,2504
858,CHILD_OF,2503
858,HAD_APPRENTICE,8943
858,HAD_APPRENTICE,8946
858,TOOK_OVER_FROM,2503
2504,HAD_APPRENTICE,648
2504,HAD_APPRENTICE,1301
2504,HAD_APPRENTICE,858
3295,SUCCEEDED__BY,10299
5359,HAD_APPRENTICE,5369
5359,HAD_APPRENTICE,2984
2504,SPOUSE_OF,2503
5359,APPRENTICED_TO,272
4761,HAD_APPRENTICE,1879
4761,HAD_APPRENTICE,4966
5505,APPRENTICED_TO,704
162,SUCCEEDED__BY,154
8456,SEE_ALSO,4050
8456,SEE_ALSO,154
154,CHILD_OF,162
154,TOOK_OVER_FROM,162
4050,SEE_ALSO,154
4050,SEE_ALSO,162
154,SEE_ALSO,4050
162,PARENT_OF,154
162,HAD_APPRENTICE,305
162,SEE_ALSO,4050
162,ASSOCIATED_WITH,160
5744,PARTNERSHIP,2603
433,SUPPLIED_TO,4600
432,PARENT_OF,5745
5745,SIBLING_OF,5744
432,PARENT_OF,5744
188,SAME_PREMISES_AS,4990
433,PARTNERSHIP,432
2603,CHILD_OF,432
5745,PARTNERSHIP,2603
188,HAD_APPRENTICE,7596
188,WORKED_FOR,430
188,EMPLOYED_BY,2618
188,EMPLOYED_BY,5918
188,TOOK_OVER_FROM,432
2603,TOOK_OVER_FROM,188
2603,TOOK_OVER_FROM,432
188,APPRENTICED_TO,430
432,SIBLING_OF,188
5744,SIBLING_OF,5745
432,APPRENTICED_TO,2783
432,HAD_APPRENTICE,5744
432,SUCCEEDED__BY,2603
5744,CHILD_OF,432
433,SUCCEEDED__BY,2603
5745,CHILD_OF,432
5744,APPRENTICED_TO,432
6388,TOOK_OVER_FROM,188
6389,TOOK_OVER_FROM,6388
6391,TOOK_OVER_FROM,4766
2808,SEE_ALSO,6391
2808,SEE_ALSO,6392
4767,NEPHEW_NIECE_OF,4764
4767,SEE_ALSO,2808
4767,TOOK_OVER_FROM,4648
4767,SUCCEEDED__BY,6392
4767,EMPLOYED_BY,10131
4767,PARTNERSHIP,4765
10568,SAME_PREMISES_AS,10570
4766,TOOK_OVER_FROM,4764
4766,SUCCEEDED__BY,4764
4765,SUCCEEDED__BY,4764
4764,PARTNERSHIP,4766
2808,SEE_ALSO,4767
10568,SAME_PREMISES_AS,6974
6392,SEE_ALSO,2808
6392,TOOK_OVER_FROM,10568
6392,SEE_ALSO,2808
6392,SEE_ALSO,4767
1091,APPRENTICED_TO,423
1091,HAD_APPRENTICE,6265
4254,PARENT_OF,9379
9379,PARENT_OF,4254
4254,EMPLOYED_BY,9379
9379,WORKED_FOR,4254
4254,ASSOCIATED_WITH,9378
4254,ASSOCIATED_WITH,3654
4254,EMPLOYED_BY,5723
4254,TOOK_OVER_FROM,4255
4254,SEE_ALSO,4768
4254,ASSOCIATED_WITH,2834
4254,HAD_APPRENTICE,4268
4254,WORKED_FOR,460
4255,SUCCEEDED__BY,4254
8703,TOOK_OVER_FROM,4254
9194,TOOK_OVER_FROM,8703
8917,SEE_ALSO,4770
4770,SEE_ALSO,8917
6395,TOOK_OVER_FROM,6396
6394,SUCCEEDED__BY,6396
6396,TOOK_OVER_FROM,6394
6396,SUCCEEDED__BY,6395
1257,ASSOCIATED_WITH,1331
1257,ASSOCIATED_WITH,1256
4772,SUCCEEDED__BY,9567
4772,PARENT_OF,9567
4772,SEE_ALSO,1812
9567,TOOK_OVER_FROM,4772
9567,CHILD_OF,4772
4772,HAD_APPRENTICE,9567
1812,SEE_ALSO,4772
6397,SEE_ALSO,2618
5396,SUCCEEDED__BY,9718
5743,TOOK_OVER_FROM,8679
5742,SEE_ALSO,8679
3950,APPRENTICED_TO,1000
3950,HAD_APPRENTICE,1864
6399,SEE_ALSO,6398
6399,SEE_ALSO,2809
6398,SEE_ALSO,2809
6398,SEE_ALSO,6399
2809,SEE_ALSO,6398
2809,SEE_ALSO,6399
586,HAD_APPRENTICE,1156
4775,SAME_PREMISES_AS,4762
8834,TOOK_OVER_FROM,4775
6410,SEE_ALSO,1090
6409,TOOK_OVER_FROM,4531
2032,SEE_ALSO,1090
8575,SUCCEEDED__BY,6409
8575,TOOK_OVER_FROM,6409
4776,TOOK_OVER_FROM,1090
4776,CHILD_OF,2032
2033,SEE_ALSO,4776
2033,SEE_ALSO,1090
1090,PARENT_OF,2032
1090,SUCCEEDED__BY,4776
2813,SEE_ALSO,2811
2812,SEE_ALSO,2813
2812,SEE_ALSO,2814
2811,SEE_ALSO,2812
2812,SEE_ALSO,2811
2811,SEE_ALSO,2813
2811,SEE_ALSO,2814
2812,SUCCEEDED__BY,9125
2813,SEE_ALSO,2812
2816,SEE_ALSO,2813
2816,ASSOCIATED_WITH,2812
2816,SEE_ALSO,2811
2814,TOOK_OVER_FROM,2813
2814,SEE_ALSO,2811
2814,ASSOCIATED_WITH,2812
6413,TOOK_OVER_FROM,6165
9125,SEE_ALSO,6412
6412,SEE_ALSO,9125
2815,SEE_ALSO,2811
2815,SEE_ALSO,2812
2815,SEE_ALSO,2814
