source,relationship,target
1102,EMPLOYED_BY,5838
3294,SEE_ALSO,3293
451,EMPLOYED_BY,5838
662,SAME_PREMISES_AS,7049
663,HAD_APPRENTICE,5386
3445,APPRENTICED_TO,3460
8948,APPRENTICED_TO,749
664,APPRENTICED_TO,663
664,PARTNERSHIP,827
1102,EMPLOYED_BY,5608
1514,CHILD_OF,442
8948,WORKED_FOR,749
8948,SEE_ALSO,1886
662,PARTNERSHIP,9666
664,SIBLING_OF,1102
664,CHILD_OF,663
663,SUCCEEDED__BY,827
663,HAD_APPRENTICE,664
663,PARTNERSHIP,665
1885,SUCCEEDED__BY,1886
663,PARENT_OF,664
662,SEE_ALSO,7050
3294,SEE_ALSO,5189
3294,SEE_ALSO,1513
3294,SEE_ALSO,5183
3293,SEE_ALSO,3290
3293,SEE_ALSO,1513
3293,SEE_ALSO,5183
3293,SEE_ALSO,3294
3290,SEE_ALSO,3294
3291,SEE_ALSO,2844
3291,SEE_ALSO,3061
4180,SEE_ALSO,1523
4181,SEE_ALSO,3294
4181,SEE_ALSO,4184
4181,SEE_ALSO,1523
10222,SUCCEEDED__BY,7532
3285,SEE_ALSO,3149
3284,SEE_ALSO,1680
3284,SEE_ALSO,1513
9948,SUCCEEDED__BY,7046
9948,TOOK_OVER_FROM,7046
827,TOOK_OVER_FROM,663
827,SUCCEEDED__BY,665
1884,SEE_ALSO,5190
665,TOOK_OVER_FROM,827
1884,TOOK_OVER_FROM,442
1884,PARTNERSHIP,1514
665,SEE_ALSO,663
1884,SUCCEEDED__BY,442
7058,ASSOCIATED_WITH,7284
2155,SEE_ALSO,2156
2156,SEE_ALSO,2155
2156,SEE_ALSO,1888
2155,SEE_ALSO,1888
1888,SEE_ALSO,2156
1888,SEE_ALSO,2155
9464,SUCCEEDED__BY,7062
7062,SEE_ALSO,7061
2547,SEE_ALSO,7061
2547,SEE_ALSO,7062
2547,HAD_APPRENTICE,2239
7062,TOOK_OVER_FROM,9464
7062,SEE_ALSO,2547
2423,HAD_APPRENTICE,386
2423,HAD_APPRENTICE,2559
2423,APPRENTICED_TO,2590
7066,SEE_ALSO,7065
7065,SEE_ALSO,7066
7065,SEE_ALSO,2157
7066,SEE_ALSO,2157
4182,UNCLE_AUNT_OF,3021
3021,NEPHEW_NIECE_OF,4182
412,APPRENTICED_TO,421
7071,ASSOCIATED_WITH,5308
7070,TOOK_OVER_FROM,4114
7070,TOOK_OVER_FROM,4184
7070,SEE_ALSO,4184
2158,SEE_ALSO,4185
4185,SEE_ALSO,2158
9221,WORKED_FOR,1668
8865,TOOK_OVER_FROM,8864
3681,SEE_ALSO,3680
3680,ASSOCIATED_WITH,5268
3680,TOOK_OVER_FROM,3777
8444,CHILD_OF,7075
7075,PARENT_OF,8444
10081,PARTNERSHIP,4245
3683,TOOK_OVER_FROM,4375
3683,SEE_ALSO,3682
666,ASSOCIATED_WITH,169
2688,APPRENTICED_TO,2797
4187,SEE_ALSO,7079
7079,SEE_ALSO,4187
9757,SEE_ALSO,4674
8691,PARENT_OF,8693
8692,CHILD_OF,8691
8692,SIBLING_OF,8693
8693,CHILD_OF,8691
8693,SIBLING_OF,8692
8691,PARENT_OF,8692
8694,TOOK_OVER_FROM,8691
8695,SEE_ALSO,8691
8695,PARTNERSHIP,8692
8695,PARTNERSHIP,8693
2426,APPRENTICED_TO,2557
7081,SUCCEEDED__BY,6189
7081,TOOK_OVER_FROM,6876
7081,ASSOCIATED_WITH,8632
7082,SEE_ALSO,6189
1495,SEE_ALSO,1494
1494,ASSOCIATED_WITH,3415
1494,SEE_ALSO,1495
7084,SUCCEEDED__BY,7083
7084,SEE_ALSO,7428
9050,SUCCEEDED__BY,5771
9050,ASSOCIATED_WITH,3165
9050,TOOK_OVER_FROM,4372
5494,APPRENTICED_TO,5493
3173,SUCCEEDED__BY,3174
3174,TOOK_OVER_FROM,3173
1350,SEE_ALSO,1349
5769,CHILD_OF,1862
1350,SEE_ALSO,667
1862,SEE_ALSO,1861
1862,SEE_ALSO,1350
1862,SEE_ALSO,1349
1861,SEE_ALSO,1350
1862,SEE_ALSO,667
1349,SEE_ALSO,1350
5769,APPRENTICED_TO,1862
1350,SEE_ALSO,1861
1861,SEE_ALSO,1349
1349,SEE_ALSO,667
1861,SEE_ALSO,667
1349,SEE_ALSO,1861
10030,WORKED_FOR,5465
1862,HAD_APPRENTICE,5769
667,SEE_ALSO,1349
667,SEE_ALSO,1350
667,SEE_ALSO,1861
1862,APPRENTICED_TO,316
1862,PARENT_OF,5769
2920,APPRENTICED_TO,770
2991,CHILD_OF,2992
2991,SUCCEEDED__BY,4458
2991,TOOK_OVER_FROM,2993
2992,SUCCEEDED__BY,2991
2992,SUCCEEDED__BY,2993
2992,TOOK_OVER_FROM,2993
1343,APPRENTICED_TO,745
1343,PARENT_OF,5256
4188,SEE_ALSO,5256
3536,APPRENTICED_TO,859
4458,TOOK_OVER_FROM,2991
4458,SEE_ALSO,2993
888,HAD_APPRENTICE,272
2992,PARENT_OF,2991
1156,SAME_PREMISES_AS,5770
2693,SEE_ALSO,2992
2693,SEE_ALSO,1343
5256,CHILD_OF,1343
4458,ASSOCIATED_WITH,678
5770,SAME_PREMISES_AS,1156
4188,SEE_ALSO,2693
2991,PARENT_OF,4458
2991,PARTNERSHIP,2993
7089,SEE_ALSO,10422
7089,SUCCEEDED__BY,10390
5201,SEE_ALSO,2993
5201,ASSOCIATED_WITH,678
5201,TOOK_OVER_FROM,4458
5201,SUCCEEDED__BY,2991
2993,TOOK_OVER_FROM,2992
2993,SUCCEEDED__BY,2991
2993,SEE_ALSO,2991
2993,SEE_ALSO,4458
7090,APPRENTICED_TO,3453
7091,SEE_ALSO,8059
1864,HAD_APPRENTICE,3955
1864,APPRENTICED_TO,3950
2370,ASSOCIATED_WITH,413
2370,SUCCEEDED__BY,2368
2370,PARENT_OF,2368
2368,CHILD_OF,2370
2370,SUCCEEDED__BY,8968
8968,PARENT_OF,2368
8969,SEE_ALSO,2368
8970,SEE_ALSO,8969
8970,TOOK_OVER_FROM,2368
7094,SEE_ALSO,10363
10363,SEE_ALSO,7094
2913,HAD_APPRENTICE,2738
2913,APPRENTICED_TO,2923
2913,HAD_APPRENTICE,2100
9312,SEE_ALSO,202
202,SEE_ALSO,9313
9313,PARTNERSHIP,9312
9312,SEE_ALSO,9313
9313,SEE_ALSO,202
157,SEE_ALSO,210
157,CHILD_OF,210
210,APPRENTICED_TO,448
157,WORKED_FOR,110
210,SEE_ALSO,157
874,SEE_ALSO,875
4487,SIBLING_OF,4484
4500,HAD_APPRENTICE,4484
914,SUCCEEDED__BY,915
914,SEE_ALSO,4484
914,SEE_ALSO,4487
4484,CHILD_OF,4500
4484,PARTNERSHIP,914
4484,HAD_APPRENTICE,4485
4484,SEE_ALSO,915
4487,CHILD_OF,4500
4487,PARTNERSHIP,914
4487,PARTNERSHIP,1893
4500,PARENT_OF,4484
4500,SUCCEEDED__BY,1893
5304,CHILD_OF,4484
5304,PARTNERSHIP,915
4304,SEE_ALSO,915
4304,SUCCEEDED__BY,915
4304,SEE_ALSO,6962
1893,SUCCEEDED__BY,914
1893,TOOK_OVER_FROM,4500
915,SUCCEEDED__BY,4304
915,TOOK_OVER_FROM,914
915,SAME_PREMISES_AS,6963
915,SAME_PREMISES_AS,6962
915,SUCCEEDED__BY,6962
7097,SEE_ALSO,4271
4271,TOOK_OVER_FROM,7097
5203,SEE_ALSO,3363
10159,APPRENTICED_TO,3466
10159,CHILD_OF,5203
5204,SAME_PREMISES_AS,2167
76,UNCLE_AUNT_OF,76
3500,SUCCEEDED__BY,4272
7104,SEE_ALSO,3500
4272,TOOK_OVER_FROM,3500
7104,WORKED_FOR,566
7105,SUCCEEDED__BY,3093
7105,TOOK_OVER_FROM,3093
7105,SEE_ALSO,3500
5354,WORKED_FOR,566
5354,SUCCEEDED__BY,5236
5354,SEE_ALSO,3500
5354,TOOK_OVER_FROM,566
7107,ASSOCIATED_WITH,6968
2371,SPOUSE_OF,2372
8799,APPRENTICED_TO,2504
2429,TOOK_OVER_FROM,2487
2429,SEE_ALSO,2371
2429,SEE_ALSO,2372
2429,ASSOCIATED_WITH,6883
2371,SEE_ALSO,2417
2372,SPOUSE_OF,2371
2372,ASSOCIATED_WITH,2572
2385,TOOK_OVER_FROM,2429
2429,APPRENTICED_TO,2487
2429,SUCCEEDED__BY,2385
8497,CHILD_OF,7111
7111,PARENT_OF,7110
7110,CHILD_OF,7111
7111,PARENT_OF,8497
10455,SUCCEEDED__BY,7112
5238,SAME_PREMISES_AS,5240
5239,SUCCEEDED__BY,5240
5240,TOOK_OVER_FROM,5239
5242,SEE_ALSO,3025
3025,SEE_ALSO,5242
5241,SEE_ALSO,7116
5241,SUCCEEDED__BY,7117
7114,SEE_ALSO,5241
8421,CHILD_OF,8422
7114,SEE_ALSO,7118
7114,SEE_ALSO,7117
7117,SUCCEEDED__BY,7118
7117,TOOK_OVER_FROM,5241
7117,SEE_ALSO,7114
7118,TOOK_OVER_FROM,7117
7118,SEE_ALSO,5241
670,SEE_ALSO,847
861,WORKED_FOR,860
847,SEE_ALSO,670
847,SEE_ALSO,861
847,APPRENTICED_TO,749
847,APPRENTICED_TO,4294
670,SEE_ALSO,861
670,PARENT_OF,5243
861,SEE_ALSO,670
2430,ASSOCIATED_WITH,2401
2430,APPRENTICED_TO,2557
5243,CHILD_OF,670
3026,SEE_ALSO,7120
7121,TOOK_OVER_FROM,3026
7121,SEE_ALSO,7120
9338,ASSOCIATED_WITH,566
9315,EMPLOYED_BY,9316
9315,EMPLOYED_BY,9322
498,SEE_ALSO,495
7132,TOOK_OVER_FROM,7133
7133,SUCCEEDED__BY,7132
3447,APPRENTICED_TO,1000
3447,PARENT_OF,3305
3447,PARENT_OF,3226
3226,APPRENTICED_TO,3447
3447,HAD_APPRENTICE,3453
3305,CHILD_OF,3447
3447,HAD_APPRENTICE,3426
3305,APPRENTICED_TO,3274
3305,SIBLING_OF,3226
3447,HAD_APPRENTICE,3226
1451,WORKED_FOR,696
1451,APPRENTICED_TO,696
1451,SIBLING_OF,1452
1452,SIBLING_OF,1451
1452,WORKED_FOR,696
7139,SUCCEEDED__BY,10054
7140,SEE_ALSO,10054
7140,SEE_ALSO,7139
10054,TOOK_OVER_FROM,7139
160,ASSOCIATED_WITH,162
4569,UNKNOWN_RELATION,192
4569,SPOUSE_OF,160
160,SUCCEEDED__BY,4569
160,SPOUSE_OF,4569
4569,ASSOCIATED_WITH,129
160,UNKNOWN_RELATION,192
160,ASSOCIATED_WITH,140
160,APPRENTICED_TO,129
4569,PARTNERSHIP,192
8885,CHILD_OF,2167
671,PARENT_OF,671
671,SEE_ALSO,610
671,APPRENTICED_TO,314
4195,SUCCEEDED__BY,5258
4592,SEE_ALSO,1972
294,SUCCEEDED__BY,4196
294,WORKED_FOR,768
3336,SEE_ALSO,9726
5252,SEE_ALSO,5253
5253,SEE_ALSO,5252
9520,APPRENTICED_TO,5518
3336,SEE_ALSO,5257
7147,TOOK_OVER_FROM,2647
4196,TOOK_OVER_FROM,294
4196,ASSOCIATED_WITH,15
4196,WORKED_FOR,768
5258,TOOK_OVER_FROM,4195
2962,HAD_APPRENTICE,4062
2962,HAD_APPRENTICE,4059
4059,APPRENTICED_TO,2962
2962,APPRENTICED_TO,1572
2962,HAD_APPRENTICE,4061
2962,HAD_APPRENTICE,4060
2438,SEE_ALSO,2437
2437,SEE_ALSO,2438
4198,SEE_ALSO,2169
2169,SEE_ALSO,4198
820,ASSOCIATED_WITH,439
7152,ASSOCIATED_WITH,3654
422,APPRENTICED_TO,421
5251,SAME_PREMISES_AS,2167
5250,SEE_ALSO,2167
7156,SUCCEEDED__BY,7155
437,SIBLING_OF,10055
10055,SEE_ALSO,489
489,PARENT_OF,10055
489,SEE_ALSO,437
489,PARENT_OF,10073
489,SEE_ALSO,10055
10073,SUCCEEDED__BY,7157
7157,TOOK_OVER_FROM,10073
7158,TOOK_OVER_FROM,4199
1896,SEE_ALSO,3030
1509,TOOK_OVER_FROM,672
672,APPRENTICED_TO,4294
672,SUCCEEDED__BY,1509
7165,SEE_ALSO,5264
7166,ASSOCIATED_WITH,8632
7166,TOOK_OVER_FROM,9648
5265,HAD_APPRENTICE,8900
8900,PARTNERSHIP,5267
8900,SIBLING_OF,9167
9167,CHILD_OF,5265
9167,SIBLING_OF,8900
9167,PARTNERSHIP,5267
9167,SEE_ALSO,9177
8900,CHILD_OF,5265
8900,APPRENTICED_TO,5265
9177,SEE_ALSO,5267
3301,SEE_ALSO,5266
3301,SEE_ALSO,5265
5265,PARENT_OF,9167
5265,SEE_ALSO,9177
5265,SEE_ALSO,5266
5266,SEE_ALSO,5265
5266,SEE_ALSO,3301
5267,SEE_ALSO,9177
4200,SEE_ALSO,2692
5774,SEE_ALSO,2692
4200,SEE_ALSO,1895
1366,TOOK_OVER_FROM,1385
1367,SUCCEEDED__BY,1385
1385,TOOK_OVER_FROM,1367
1895,SEE_ALSO,4200
1385,SUCCEEDED__BY,1366
2692,SEE_ALSO,5774
1895,SEE_ALSO,2692
1368,TOOK_OVER_FROM,1366
1368,SEE_ALSO,1367
1368,SEE_ALSO,1385
9912,SUCCEEDED__BY,9899
2439,WORKED_FOR,1000
5513,APPRENTICED_TO,2280
2440,SEE_ALSO,3453
2440,SEE_ALSO,2439
3690,SUCCEEDED__BY,3615
3690,SEE_ALSO,3691
3028,PARTNERSHIP,2891
702,HAD_APPRENTICE,859
702,ASSOCIATED_WITH,165
702,APPRENTICED_TO,187
702,HAD_APPRENTICE,2450
2170,SEE_ALSO,7177
4042,CHILD_OF,2170
4042,PARTNERSHIP,5268
2170,HAD_APPRENTICE,1077
2170,PARENT_OF,4042
9168,GRANDCHILD_OF,2170
4042,PARENT_OF,9168
2170,SUCCEEDED__BY,5268
9168,PARTNERSHIP,5268
9168,CHILD_OF,4042
2170,HAD_APPRENTICE,4690
2170,HAD_APPRENTICE,5152
9205,ASSOCIATED_WITH,5268
9205,TOOK_OVER_FROM,7683
5268,ASSOCIATED_WITH,3777
5268,TOOK_OVER_FROM,2170
9024,ASSOCIATED_WITH,9166
9024,TOOK_OVER_FROM,5268
3825,SEE_ALSO,4371
4371,SEE_ALSO,3825
4370,SEE_ALSO,3825
4370,SEE_ALSO,4371
1375,HAD_APPRENTICE,6215
674,EMPLOYED_BY,1390
674,EMPLOYED_BY,1926
674,EMPLOYED_BY,5393
674,ASSOCIATED_WITH,766
674,HAD_APPRENTICE,1847
1375,PARENT_OF,674
1375,APPRENTICED_TO,1315
674,CHILD_OF,1375
1375,HAD_APPRENTICE,1382
1375,HAD_APPRENTICE,1374
1375,HAD_APPRENTICE,1390
674,ASSOCIATED_WITH,8776
1375,HAD_APPRENTICE,5393
2442,HAD_APPRENTICE,9004
2442,HAD_APPRENTICE,2568
2442,HAD_APPRENTICE,770
2442,HAD_APPRENTICE,1738
2441,APPRENTICED_TO,2378
2441,PARENT_OF,2442
2442,CHILD_OF,2441
2441,ASSOCIATED_WITH,2794
675,SEE_ALSO,1392
541,SUCCEEDED__BY,845
541,TOOK_OVER_FROM,3854
542,SEE_ALSO,541
541,SIBLING_OF,675
675,CHILD_OF,5378
675,SIBLING_OF,541
675,HAD_APPRENTICE,4595
675,HAD_APPRENTICE,4412
675,HAD_APPRENTICE,1446
675,HAD_APPRENTICE,3008
5378,PARENT_OF,541
1392,UNKNOWN_RELATION,541
5378,PARENT_OF,675
675,HAD_APPRENTICE,471
541,APPRENTICED_TO,1392
3030,SEE_ALSO,1896
3030,PARTNERSHIP,449
449,SEE_ALSO,3030
449,SEE_ALSO,909
2171,SUCCEEDED__BY,3030
2172,TOOK_OVER_FROM,2274
2172,SUCCEEDED__BY,3030
9831,APPRENTICED_TO,760
1683,CHILD_OF,510
4607,UNCLE_AUNT_OF,4245
4607,ASSOCIATED_WITH,2914
510,PARENT_OF,1683
4607,ASSOCIATED_WITH,2259
5335,PARTNERSHIP,9137
1683,ASSOCIATED_WITH,945
9137,TOOK_OVER_FROM,9976
9137,SEE_ALSO,5335
9137,SUCCEEDED__BY,9976
9976,SEE_ALSO,9137
3031,SEE_ALSO,7181
3032,SEE_ALSO,3031
3032,ASSOCIATED_WITH,8155
3032,SEE_ALSO,8906
2777,SEE_ALSO,9170
4203,SEE_ALSO,2173
2777,SEE_ALSO,2173
7183,TOOK_OVER_FROM,2173
2173,APPRENTICED_TO,2778
9170,APPRENTICED_TO,8912
7184,TOOK_OVER_FROM,3694
9212,SUCCEEDED__BY,9213
9211,SEE_ALSO,9212
9213,TOOK_OVER_FROM,9212
9089,SEE_ALSO,9212
9089,SEE_ALSO,9213
9211,SEE_ALSO,9213
314,HAD_APPRENTICE,358
314,TOOK_OVER_FROM,195
314,HAD_APPRENTICE,797
314,APPRENTICED_TO,195
7186,SEE_ALSO,1049
8814,SEE_ALSO,8813
8813,SEE_ALSO,8814
9501,APPRENTICED_TO,6965
3448,APPRENTICED_TO,3453
7187,EMPLOYED_BY,8361
9528,EMPLOYED_BY,8361
9770,TOOK_OVER_FROM,7187
678,SEE_ALSO,2289
677,SEE_ALSO,1897
677,ASSOCIATED_WITH,5436
678,SEE_ALSO,1436
678,SEE_ALSO,1897
678,SEE_ALSO,3296
678,SEE_ALSO,7188
3296,SEE_ALSO,678
678,SEE_ALSO,677
677,APPRENTICED_TO,696
678,SUPPLIED_TO,4600
677,SUCCEEDED__BY,2269
1897,SEE_ALSO,677
679,SEE_ALSO,5436
679,TOOK_OVER_FROM,677
194,APPRENTICED_TO,172
7188,SEE_ALSO,678
1450,HAD_APPRENTICE,841
7191,SUCCEEDED__BY,7190
7190,TOOK_OVER_FROM,7191
828,HAD_APPRENTICE,1511
828,APPRENTICED_TO,637
1675,SUCCEEDED__BY,4435
1675,PARENT_OF,4435
3176,SPOUSE_OF,3789
3176,TOOK_OVER_FROM,3789
3175,SEE_ALSO,3176
3175,SEE_ALSO,3789
3176,SEE_ALSO,3175
3789,SPOUSE_OF,3176
3789,SUCCEEDED__BY,3176
3789,SEE_ALSO,3175
3177,SEE_ALSO,3789
3177,SEE_ALSO,3175
3177,SEE_ALSO,3176
2448,SEE_ALSO,2434
9208,ASSOCIATED_WITH,4600
2448,SEE_ALSO,2447
2448,SEE_ALSO,2449
3697,CHILD_OF,3696
3696,ASSOCIATED_WITH,3654
3696,SEE_ALSO,3697
3481,SEE_ALSO,2175
2449,SEE_ALSO,2447
2449,SEE_ALSO,2434
2449,SEE_ALSO,2448
2447,SEE_ALSO,2449
2447,SEE_ALSO,2448
3897,SEE_ALSO,3898
5277,SEE_ALSO,5278
3898,SEE_ALSO,3897
2434,SEE_ALSO,2449
2434,SEE_ALSO,2447
2434,SEE_ALSO,2448
5279,SEE_ALSO,9486
5279,PARTNERSHIP,5280
5280,TOOK_OVER_FROM,5279
5280,SUCCEEDED__BY,5279
9486,SEE_ALSO,5280
5280,SEE_ALSO,9486
5282,SEE_ALSO,9487
2528,SEE_ALSO,8944
8944,WORKED_FOR,749
8944,SEE_ALSO,2528
7199,SEE_ALSO,5282
9104,SEE_ALSO,8400
7201,SEE_ALSO,8400
3035,SEE_ALSO,5286
7205,ASSOCIATED_WITH,678
7206,PARENT_OF,5288
7206,SUCCEEDED__BY,8867
7207,SEE_ALSO,7206
2373,SEE_ALSO,7207
8867,SEE_ALSO,5288
7207,SEE_ALSO,8867
4208,SUCCEEDED__BY,5895
4209,SUCCEEDED__BY,5895
4209,SUCCEEDED__BY,4208
229,ASSOCIATED_WITH,140
682,SUCCEEDED__BY,1561
682,SEE_ALSO,5775
682,PARENT_OF,3037
3037,TOOK_OVER_FROM,1561
3037,CHILD_OF,682
4210,TOOK_OVER_FROM,3037
4210,SUCCEEDED__BY,5290
5775,SEE_ALSO,682
3037,SEE_ALSO,5775
7212,SUCCEEDED__BY,7213
4211,SEE_ALSO,5290
5290,TOOK_OVER_FROM,4210
7213,TOOK_OVER_FROM,7212
1561,TOOK_OVER_FROM,682
966,SEE_ALSO,968
968,SEE_ALSO,967
967,SEE_ALSO,968
967,SEE_ALSO,966
8583,SAME_PREMISES_AS,7215
966,SEE_ALSO,966
968,SEE_ALSO,966
7215,SAME_PREMISES_AS,8583
3899,SEE_ALSO,3900
3900,SEE_ALSO,3899
10303,TOOK_OVER_FROM,5306
7220,SEE_ALSO,2177
2178,SUCCEEDED__BY,2177
2179,SEE_ALSO,1596
2179,SEE_ALSO,2178
7221,SEE_ALSO,5307
7221,SUCCEEDED__BY,1186
1186,SEE_ALSO,5307
816,APPRENTICED_TO,430
2619,APPRENTICED_TO,2248
4074,APPRENTICED_TO,2170
7226,SEE_ALSO,4074
7226,PARTNERSHIP,7227
7227,SEE_ALSO,7226
302,HAD_APPRENTICE,388
302,SUCCEEDED__BY,388
302,HAD_APPRENTICE,341
7229,SEE_ALSO,7228
7228,SEE_ALSO,7229
7230,SEE_ALSO,7228
7230,SEE_ALSO,7229
5316,SEE_ALSO,7234
4366,SUCCEEDED__BY,5308
5308,TOOK_OVER_FROM,4366
5308,SUCCEEDED__BY,7237
9376,TOOK_OVER_FROM,7237
7237,SUCCEEDED__BY,9376
7237,TOOK_OVER_FROM,5308
7237,ASSOCIATED_WITH,532
7237,SEE_ALSO,4366
7240,SEE_ALSO,5311
3058,SAME_PREMISES_AS,5064
3058,SEE_ALSO,7254
7254,SEE_ALSO,3058
4213,SEE_ALSO,2181
4213,SAME_PREMISES_AS,2223
2181,SEE_ALSO,7255
2181,ASSOCIATED_WITH,4623
7255,SEE_ALSO,2181
7255,SEE_ALSO,4213
998,SEE_ALSO,1502
273,TOOK_OVER_FROM,272
273,HAD_APPRENTICE,5357
273,SIBLING_OF,1372
1004,SEE_ALSO,8
10416,CHILD_OF,5312
273,CHILD_OF,272
273,APPRENTICED_TO,1315
998,SEE_ALSO,246
272,SUCCEEDED__BY,273
998,SEE_ALSO,1501
5312,PARENT_OF,10416
8,UNKNOWN_RELATION,709
8,SEE_ALSO,1004
272,PARENT_OF,273
1372,CHILD_OF,272
998,PARENT_OF,1372
7,SUCCEEDED__BY,21
7,TOOK_OVER_FROM,273
7243,SEE_ALSO,7242
4214,SEE_ALSO,1003
1293,APPRENTICED_TO,600
3978,APPRENTICED_TO,2402
43,SEE_ALSO,2184
2184,SEE_ALSO,43
4472,CHILD_OF,4473
4472,APPRENTICED_TO,422
9441,TOOK_OVER_FROM,5323
389,EMPLOYED_BY,1114
389,HAD_APPRENTICE,1881
389,HAD_APPRENTICE,1096
684,HAD_APPRENTICE,2115
2186,SUCCEEDED__BY,2115
2186,TOOK_OVER_FROM,684
2186,SEE_ALSO,684
8868,SUCCEEDED__BY,8864
45,WORKED_FOR,110
45,TOOK_OVER_FROM,110
45,HAD_APPRENTICE,3374
114,SEE_ALSO,113
685,SEE_ALSO,114
112,TOOK_OVER_FROM,468
468,SUCCEEDED__BY,112
3449,APPRENTICED_TO,2772
3449,HAD_APPRENTICE,10258
3449,SUPPLIED_TO,4600
7262,TOOK_OVER_FROM,3449
7263,SUCCEEDED__BY,3449
7263,TOOK_OVER_FROM,3449
3706,SUCCEEDED__BY,3707
3706,SEE_ALSO,3704
2874,ASSOCIATED_WITH,4311
2874,ASSOCIATED_WITH,2799
2874,HAD_APPRENTICE,5199
3059,SEE_ALSO,2187
9521,SEE_ALSO,5319
5319,TOOK_OVER_FROM,2187
9694,OWNED_BY,10071
9694,SAME_PREMISES_AS,8722
7261,SEE_ALSO,7260
3981,SPOUSE_OF,3982
3982,SUCCEEDED__BY,3981
3982,SPOUSE_OF,3981
5323,SEE_ALSO,1545
1545,SEE_ALSO,5323
3982,APPRENTICED_TO,3970
232,EMPLOYED_BY,280
232,UNKNOWN_RELATION,394
232,HAD_APPRENTICE,237
232,EMPLOYED_BY,394
232,APPRENTICED_TO,4411
9742,SUCCEEDED__BY,6219
1355,HAD_APPRENTICE,1357
7271,SEE_ALSO,7269
7272,SUCCEEDED__BY,7273
4300,ASSOCIATED_WITH,430
4300,HAD_APPRENTICE,1615
4300,PARTNERSHIP,879
1355,ASSOCIATED_WITH,1356
1355,HAD_APPRENTICE,2258
1355,HAD_APPRENTICE,3101
1355,HAD_APPRENTICE,5003
1355,APPRENTICED_TO,408
316,ASSOCIATED_WITH,761
316,HAD_APPRENTICE,3304
316,HAD_APPRENTICE,4300
316,PARENT_OF,4300
1900,SEE_ALSO,1461
1900,SEE_ALSO,1462
7275,SPOUSE_OF,4217
4219,SEE_ALSO,4218
4218,SEE_ALSO,1462
4218,SEE_ALSO,1461
4218,SEE_ALSO,4217
4218,SUCCEEDED__BY,4221
4217,SUCCEEDED__BY,7275
4217,SPOUSE_OF,7275
1462,SEE_ALSO,4218
1462,TOOK_OVER_FROM,1461
7275,SEE_ALSO,4219
7275,SEE_ALSO,4221
7275,SEE_ALSO,4218
7275,SEE_ALSO,1462
7275,TOOK_OVER_FROM,4217
7274,SEE_ALSO,3708
7274,SEE_ALSO,7275
7274,SEE_ALSO,1900
4218,SEE_ALSO,4219
1462,SEE_ALSO,4221
1461,SEE_ALSO,1900
1461,SUCCEEDED__BY,1462
1461,SEE_ALSO,4218
9190,SEE_ALSO,4217
4221,SEE_ALSO,4219
4221,TOOK_OVER_FROM,4218
4221,SEE_ALSO,1461
4221,SEE_ALSO,4217
7276,SEE_ALSO,1462
7276,SEE_ALSO,4218
7276,SEE_ALSO,4221
7276,SEE_ALSO,4219
7276,SEE_ALSO,4217
7276,SEE_ALSO,1461
7279,SEE_ALSO,7278
879,TOOK_OVER_FROM,316
7273,TOOK_OVER_FROM,7272
1096,APPRENTICED_TO,389
2541,HAD_APPRENTICE,2019
1105,SEE_ALSO,5325
7281,WORKED_FOR,4288
7282,SEE_ALSO,7283
1560,PARTNERSHIP,1105
1458,PARTNERSHIP,1105
1458,SEE_ALSO,1560
1458,SUCCEEDED__BY,1557
1458,TOOK_OVER_FROM,1105
1458,SEE_ALSO,5325
2541,HAD_APPRENTICE,5504
1557,SUCCEEDED__BY,7284
1557,TOOK_OVER_FROM,1458
1557,SEE_ALSO,1096
3412,SEE_ALSO,1557
5325,SEE_ALSO,1557
5325,SEE_ALSO,1458
1105,SEE_ALSO,1560
1105,TOOK_OVER_FROM,1096
1105,SUCCEEDED__BY,1458
1096,SEE_ALSO,5325
1096,SEE_ALSO,1557
1096,SUCCEEDED__BY,1105
1096,HAD_APPRENTICE,1050
3709,SEE_ALSO,4365
7283,TOOK_OVER_FROM,7284
7283,SUCCEEDED__BY,1557
7284,SUCCEEDED__BY,7283
3077,TOOK_OVER_FROM,4222
4222,SEE_ALSO,3077
4223,CHILD_OF,3077
7285,SEE_ALSO,4223
3077,PARTNERSHIP,4222
3077,PARENT_OF,4223
3077,SUCCEEDED__BY,4222
7285,SEE_ALSO,3077
7288,SEE_ALSO,7285
7288,SEE_ALSO,4222
7289,SEE_ALSO,7362
403,PARENT_OF,4480
3413,CHILD_OF,403
3413,SIBLING_OF,4480
3413,SIBLING_OF,9172
10198,SUCCEEDED__BY,8111
9997,GRANDCHILD_OF,403
10199,SEE_ALSO,10198
10148,CHILD_OF,5536
10199,SUCCEEDED__BY,8110
10148,WORKED_FOR,5536
10148,TOOK_OVER_FROM,5536
5477,UNKNOWN_RELATION,403
10198,SEE_ALSO,9997
10198,SEE_ALSO,10199
9997,SEE_ALSO,10198
403,ASSOCIATED_WITH,1685
403,ASSOCIATED_WITH,1691
403,PARENT_OF,9172
4480,CHILD_OF,403
403,UNCLE_AUNT_OF,5477
4480,SIBLING_OF,5536
9997,CHILD_OF,9172
5536,SUCCEEDED__BY,10148
5536,SIBLING_OF,4480
5536,CHILD_OF,403
5536,PARENT_OF,10148
4480,PARENT_OF,10198
9771,SEE_ALSO,9997
9771,TOOK_OVER_FROM,403
