id,street,lat,lon
428,"Lambeth Walk,",51.492499698989,-0.116997957229614
428,"City Road,",51.5307052757579,-0.101580619812012
428,"6 City Rd,",51.5307052757579,-0.101580619812012
430,"Opposite Sackville St, Piccadilly,",51.5099711162624,-0.138863325119019
430,(Workshop) 196 Piccadilly,51.5056172459483,-0.144978761672974
430,"199 Piccadilly,",51.5056172459483,-0.144978761672974
430,"Strand,",51.5101847924382,-0.115699768066406
430,"Next to St.James, Piccadilly,",51.5056172459483,-0.144978761672974
430,"Haymarket, (Parish of St.Martin's in the Fields),",51.5096428097347,-0.132994651794434
431,"199 Piccadilly,",51.5056172459483,-0.144978761672974
432,"Johnson's Court, Fleet St,",51.5139362040847,-0.110281705856323
432,"188 Strand,",51.5101847924382,-0.115699768066406
432,"181 Strand,",51.5101847924382,-0.115699768066406
432,"86 St.James St,",51.5400762204684,-0.146942138671875
433,Strand,51.5101847924382,-0.115699768066406
433,"181 Strand,",51.5101847924382,-0.115699768066406
433,"St.James St,",51.5400762204684,-0.146942138671875
434,"Exeter Exchange, Strand,",51.5101847924382,-0.115699768066406
434,"Shoe Lane,",51.5166268811051,-0.106644630432129
434,"Essex St, in the Strand,",51.5253532394776,-0.0525176525115967
435,"Marylebone St, Golden Square,",51.5117205604639,-0.137865543365479
438,"Sir Isaac Newton's Head, 4/5 Charing Cross,",51.5074503294806,-0.128606557846069
438,"Charing Cross,",51.5074503294806,-0.128606557846069
438,"5 Charing Cross,",51.5074503294806,-0.128606557846069
439,"5 Charing Cross,",51.5074503294806,-0.128606557846069
440,"5 Charing Cross,",51.5074503294806,-0.128606557846069
441,"Charing Cross,",51.5074503294806,-0.128606557846069
442,"Cockspur St,",51.5076373065339,-0.130441188812256
442,"[Residence] Beaufort St, Chelsea,",51.4859395096852,-0.177294015884399
442,"4 Rupert St, Haymarket,",51.511907519993,-0.133541822433472
442,"4 Rupert St, Coventry St,",51.511907519993,-0.133541822433472
442,"62 Charing Cross,",51.5074503294806,-0.128606557846069
442,"124 Mount St, Berkeley Square,",51.5101781150728,-0.145847797393799
442,"7 Southampton St, Strand,",51.5336830539165,-0.117534399032593
442,"13 Panton St, Haymarket,",51.5335028577143,-0.111579895019531
442,"20 Kenton St, Russell Square,",51.5250283814539,-0.124631524085999
444,"Gracechurch St,",51.5115336001676,-0.0854766368865967
446,"10 Duke St, Tooley St,",51.5043083324334,-0.082622766494751
446,"21 Gracechurch St,",51.5115336001676,-0.0854766368865967
446,"6 Tooley St,",51.5043083324334,-0.082622766494751
446,"248 Tooley St,",51.5043083324334,-0.082622766494751
446,"109 Upper East Smithfield,",51.5084686773553,-0.0725376605987549
446,"20 Tooley St,",51.5043083324334,-0.082622766494751
446,"19 & 20 Tooley St,",51.5043083324334,-0.082622766494751
446,"19 Tooley St,",51.5043083324334,-0.082622766494751
446,"145 Strand,",51.5101847924382,-0.115699768066406
446,"56 Stamford St,",51.5057341113981,-0.111166834831238
449,"Hatton Garden,",51.5208561971813,-0.108768939971924
449," 81 Holborn,",51.5179855124326,-0.110539197921753
450,"37 Charles St, Hatton Garden,",51.5076807118116,-0.147703886032104
450,"41 Kirby St, Hatton Garden,",51.520393339301,-0.107696056365967
451,"30 Opposite Furnival's Inn, Holborn,",51.5179855124326,-0.110539197921753
451,"30 Holborn Bridge,",51.5179855124326,-0.110539197921753
451,"30 Lower Holborn,",51.5179855124326,-0.110539197921753
451,"135 Holborn, next Furnival's Inn,",51.5179855124326,-0.110539197921753
452,"Navigation Warehouse, 148 Leadenhall St,",51.5134165223878,-0.0826013088226318
453,"180 Holborn,",51.5179855124326,-0.110539197921753
460,"26 High Holborn,",51.5175693593777,-0.120205879211426
460,"294 Holborn,",51.5179855124326,-0.110539197921753
460,[Probably] 68 Hatton Garden,51.5208561971813,-0.108768939971924
460,"28 Cross St, Hatton Garden,",51.5394155903731,-0.101763010025024
460,"23 Hatton Garden,",51.5208561971813,-0.108768939971924
461,"91 Leadenhall St,",51.5134165223878,-0.0826013088226318
467,Above St.Clement's Church towards the Maypole in the Strand,51.5101847924382,-0.115699768066406
471,"83 St James St,",51.535982161364,-0.0996494293212891
471,"Serle's Passage, Serle St,",51.5157133150418,-0.11461615562439
471,"5 Cursitor St, Chancery Lane,",51.5167281400212,-0.112695693969727
471,"1 St James St,",51.535982161364,-0.0996494293212891
471,"End of St.James St, Pall Mall,",51.5400762204684,-0.146942138671875
482,"126 Wapping New Stairs,",51.5026521022645,-0.0598347187042236
482,"130 Wapping,",51.5036805748567,-0.0621521472930908
490,"Archimedes & Three Golden Spectacles in Ludgate St,",51.5140241154312,-0.103211402893066
499,"Sign of Pinchbeck's Head, Fleet St,",51.5139362040847,-0.110281705856323
