source,target,relationship
2569,5793,PARTNERSHIP
2569,3455,PARENT_OF
2569,386,APPRENTICED_TO
461,3456,SUCCEEDED__BY
461,3454,TOOK_OVER_FROM
5793,2569,TOOK_OVER_FROM
8935,2569,TOOK_OVER_FROM
8935,3455,SUCCEEDED__BY
6000,3097,APPRENTICED_TO
5302,2482,APPRENTICED_TO
8981,3395,NEPHEW_NIECE_OF
7507,3440,APPRENTICED_TO
404,545,SEE_ALSO
404,2783,SEE_ALSO
404,544,TOOK_OVER_FROM
3098,3219,SEE_ALSO
3098,840,SUCCEEDED__BY
3219,840,TOOK_OVER_FROM
3219,2610,ASSOCIATED_WITH
3219,7951,SUCCEEDED__BY
840,2610,ASSOCIATED_WITH
840,1937,SEE_ALSO
840,1936,SEE_ALSO
241,239,TOOK_OVER_FROM
241,520,CHILD_OF
239,240,TOOK_OVER_FROM
239,241,SUCCEEDED__BY
520,239,PARTNERSHIP
520,241,HAD_APPRENTICE
520,240,PARTNERSHIP
240,239,SUCCEEDED__BY
4516,2213,SEE_ALSO
2215,1951,APPRENTICED_TO
1951,759,SEE_ALSO
1951,2215,HAD_APPRENTICE
1951,1952,SUCCEEDED__BY
1951,2297,SEE_ALSO
5675,5672,SEE_ALSO
5672,5673,SAME_PREMISES_AS
3070,8591,SUCCEEDED__BY
3070,5675,SEE_ALSO
3070,8590,SEE_ALSO
8591,3070,TOOK_OVER_FROM
5673,5672,SAME_PREMISES_AS
8830,5672,SEE_ALSO
8590,3070,SEE_ALSO
1065,1709,SEE_ALSO
1709,1065,SUCCEEDED__BY
5561,5464,SUCCEEDED__BY
10580,5675,SEE_ALSO
5601,4309,PARTNERSHIP
7512,7512,SUCCEEDED__BY
787,4114,SEE_ALSO
787,9153,SEE_ALSO
787,4600,SUPPLIED_BY
787,786,SEE_ALSO
787,9558,EMPLOYED_BY
4525,4524,SEE_ALSO
4524,4525,SEE_ALSO
1297,377,CHILD_OF
1297,674,APPRENTICED_TO
8956,749,WORKED_FOR
8956,377,APPRENTICED_TO
1286,377,CHILD_OF
1286,1297,SIBLING_OF
2216,812,TOOK_OVER_FROM
2216,4527,SUCCEEDED__BY
4526,4527,TOOK_OVER_FROM
4527,4526,SUCCEEDED__BY
4527,2216,TOOK_OVER_FROM
1405,1404,SEE_ALSO
1404,1405,SEE_ALSO
3099,4528,SEE_ALSO
4528,3099,SEE_ALSO
10462,10463,TOOK_OVER_FROM
10075,10074,SUCCEEDED__BY
10296,10074,TOOK_OVER_FROM
4529,8607,SEE_ALSO
8607,4530,SEE_ALSO
8607,4529,SEE_ALSO
2872,1345,SEE_ALSO
2872,3101,SEE_ALSO
2872,3100,SUCCEEDED__BY
1345,3101,PARENT_OF
1345,3100,PARENT_OF
1345,5530,HAD_APPRENTICE
1345,1355,APPRENTICED_TO
1345,2872,SEE_ALSO
5530,2872,PARTNERSHIP
5530,1345,APPRENTICED_TO
3100,3101,SIBLING_OF
3100,1345,APPRENTICED_TO
3100,5530,SIBLING_OF
3100,2872,TOOK_OVER_FROM
4596,2217,CHILD_OF
2217,2219,SEE_ALSO
2217,1612,SEE_ALSO
2217,2218,SEE_ALSO
2217,4531,TOOK_OVER_FROM
2217,5680,SUCCEEDED__BY
2218,1612,SEE_ALSO
2218,2219,SEE_ALSO
2218,2217,SEE_ALSO
4532,2219,SEE_ALSO
2219,2870,SEE_ALSO
2219,1612,SEE_ALSO
2219,2217,SEE_ALSO
2219,2218,PARTNERSHIP
5439,1612,ASSOCIATED_WITH
1612,2218,PARTNERSHIP
1612,2217,SEE_ALSO
1612,2219,SEE_ALSO
1612,5439,ASSOCIATED_WITH
8982,2219,SEE_ALSO
2870,2219,SEE_ALSO
5680,2217,TOOK_OVER_FROM
9366,6409,SUCCEEDED__BY
9366,5573,TOOK_OVER_FROM
5573,2856,SEE_ALSO
7518,5679,SEE_ALSO
7517,5679,TOOK_OVER_FROM
7517,8244,SEE_ALSO
7517,7654,TOOK_OVER_FROM
7517,7517,SUCCEEDED__BY
9782,9781,SAME_PREMISES_AS
2220,1611,SEE_ALSO
2220,1391,APPRENTICED_TO
1611,2220,SEE_ALSO
10024,5431,SEE_ALSO
10024,10025,SEE_ALSO
5431,10025,PARENT_OF
5431,3470,COUSIN_OF
10025,10024,SEE_ALSO
10025,5431,CHILD_OF
988,53,SEE_ALSO
3461,3423,APPRENTICED_TO
8423,3344,TOOK_OVER_FROM
2999,8608,SEE_ALSO
2999,2990,SEE_ALSO
3227,727,APPRENTICED_TO
7526,7525,SEE_ALSO
10426,10423,SAME_PREMISES_AS
3387,3388,SIBLING_OF
3387,5483,APPRENTICED_TO
3388,3395,APPRENTICED_TO
3388,3387,SIBLING_OF
3388,1086,HAD_APPRENTICE
5586,5362,HAD_APPRENTICE
5362,882,CHILD_OF
7530,7528,SUCCEEDED__BY
7528,7530,TOOK_OVER_FROM
3545,2532,APPRENTICED_TO
7529,5496,SEE_ALSO
3309,3306,SEE_ALSO
3306,3309,SEE_ALSO
1423,1422,SEE_ALSO
1422,1423,SEE_ALSO
8971,8972,TOOK_OVER_FROM
8972,8971,SUCCEEDED__BY
4536,4534,SEE_ALSO
4536,4535,SPOUSE_OF
4534,4536,SEE_ALSO
4534,4535,SEE_ALSO
4535,4537,SEE_ALSO
3307,3308,SEE_ALSO
3308,3307,SEE_ALSO
9210,4600,SUPPLIED_TO
7535,3106,SEE_ALSO
3106,7535,SEE_ALSO
3106,1466,SEE_ALSO
2784,165,APPRENTICED_TO
7536,3104,SEE_ALSO
7536,5690,SEE_ALSO
7536,3105,SEE_ALSO
3104,7537,SEE_ALSO
3104,7536,SEE_ALSO
3104,3105,SEE_ALSO
3105,5690,SEE_ALSO
3105,7536,SEE_ALSO
3105,3104,SEE_ALSO
3105,5691,SEE_ALSO
5690,3105,SIBLING_OF
7541,3105,TOOK_OVER_FROM
7543,1496,SEE_ALSO
711,9036,WORKED_FOR
711,508,ASSOCIATED_WITH
711,9179,SEE_ALSO
711,6965,ASSOCIATED_WITH
711,5794,SUCCEEDED__BY
5794,9179,SUCCEEDED__BY
5794,711,TOOK_OVER_FROM
9783,9179,SEE_ALSO
4540,2223,TOOK_OVER_FROM
4540,4541,TOOK_OVER_FROM
4541,2223,SAME_PREMISES_AS
1466,3106,SEE_ALSO
8769,3112,SEE_ALSO
8769,1715,SEE_ALSO
3112,1715,SEE_ALSO
1715,3112,SEE_ALSO
10356,10501,SEE_ALSO
7551,7656,SEE_ALSO
7551,7550,SEE_ALSO
7656,7657,TOOK_OVER_FROM
5379,1448,HAD_APPRENTICE
1448,1449,HAD_APPRENTICE
3107,4542,SEE_ALSO
3107,987,SEE_ALSO
4542,3107,SEE_ALSO
4542,987,SEE_ALSO
987,3107,SEE_ALSO
987,4542,SEE_ALSO
4543,4544,SEE_ALSO
5783,4545,SEE_ALSO
4545,5783,SEE_ALSO
5682,5796,SEE_ALSO
5796,7570,SEE_ALSO
2224,3108,SEE_ALSO
2224,3109,SEE_ALSO
3108,3109,SUCCEEDED__BY
3108,1928,TOOK_OVER_FROM
3108,2224,SEE_ALSO
1928,3108,SUCCEEDED__BY
7562,5694,SEE_ALSO
2699,3108,SEE_ALSO
2699,3964,SEE_ALSO
2699,1137,SEE_ALSO
5695,3109,TOOK_OVER_FROM
5695,5694,SUCCEEDED__BY
5795,4546,SUCCEEDED__BY
7565,8808,SUCCEEDED__BY
8808,7565,TOOK_OVER_FROM
8808,8809,ASSOCIATED_WITH
8809,7565,ASSOCIATED_WITH
7566,7565,ASSOCIATED_WITH
3422,1046,APPRENTICED_TO
3422,2390,CHILD_OF
3422,3423,APPRENTICED_TO
3986,3110,SPOUSE_OF
3986,2561,HAD_APPRENTICE
8721,3422,TOOK_OVER_FROM
10092,7567,SUCCEEDED__BY
10092,9175,TOOK_OVER_FROM
5697,4547,TOOK_OVER_FROM
7570,5796,SEE_ALSO
1027,1373,HAD_APPRENTICE
1027,507,HAD_APPRENTICE
1027,1201,SPOUSE_OF
1027,1202,CHILD_OF
1027,335,PARENT_OF
1027,877,CHILD_OF
1027,2530,HAD_APPRENTICE
3987,2411,APPRENTICED_TO
2473,2474,SIBLING_OF
2473,2457,APPRENTICED_TO
4418,2510,HAD_APPRENTICE
7572,10491,TOOK_OVER_FROM
1783,1782,SEE_ALSO
1782,1782,SEE_ALSO
1782,1783,SEE_ALSO
2458,1783,SEE_ALSO
2458,1782,SEE_ALSO
2458,1781,SEE_ALSO
1781,1783,SEE_ALSO
1781,1782,SEE_ALSO
3988,2469,APPRENTICED_TO
9225,430,WORKED_FOR
9225,431,WORKED_FOR
2225,3510,SEE_ALSO
2225,2226,SEE_ALSO
2225,5688,SEE_ALSO
5688,2226,TOOK_OVER_FROM
5688,2225,SEE_ALSO
5688,3510,SEE_ALSO
5689,2226,SEE_ALSO
5689,3510,SEE_ALSO
1279,178,ASSOCIATED_WITH
5625,3510,SEE_ALSO
5625,4704,SEE_ALSO
5700,5701,SUCCEEDED__BY
5700,4550,TOOK_OVER_FROM
5701,5700,TOOK_OVER_FROM
4550,5700,SUCCEEDED__BY
4279,4278,TOOK_OVER_FROM
4278,4279,UNCLE_AUNT_OF
329,499,SUCCEEDED__BY
7580,9318,PARENT_OF
7580,9317,SUCCEEDED__BY
9318,9317,TOOK_OVER_FROM
9318,7580,CHILD_OF
9317,7580,TOOK_OVER_FROM
9317,9318,SUCCEEDED__BY
4551,5576,SAME_PREMISES_AS
4551,4553,SEE_ALSO
5576,5577,PARENT_OF
5576,2032,WORKED_FOR
5576,4552,SEE_ALSO
5576,4551,SAME_PREMISES_AS
4553,4551,SEE_ALSO
4552,4551,TOOK_OVER_FROM
4552,4553,SUCCEEDED__BY
5686,795,WORKED_FOR
4280,7581,SIBLING_OF
7581,4280,SIBLING_OF
7582,4280,SUCCEEDED__BY
7582,10240,SEE_ALSO
7582,7581,SEE_ALSO
3476,7585,SEE_ALSO
7585,7584,SEE_ALSO
2689,3443,APPRENTICED_TO
5703,5798,SUCCEEDED__BY
5703,4555,TOOK_OVER_FROM
7584,5798,CHILD_OF
7584,7585,TOOK_OVER_FROM
7586,5798,SEE_ALSO
7586,7584,SUCCEEDED__BY
7588,5798,SEE_ALSO
7588,5703,SEE_ALSO
4556,5622,SPOUSE_OF
5623,5622,TOOK_OVER_FROM
5623,5624,SUCCEEDED__BY
5623,4556,SEE_ALSO
7589,4470,SEE_ALSO
3113,2983,APPRENTICED_TO
3113,2599,HAD_APPRENTICE
2599,3480,HAD_APPRENTICE
2599,4312,SUCCEEDED__BY
2599,2477,APPRENTICED_TO
2599,3479,PARENT_OF
3114,8706,SEE_ALSO
8706,3114,SEE_ALSO
8706,8707,SEE_ALSO
3738,3737,TOOK_OVER_FROM
4356,3784,SEE_ALSO
5415,4403,ASSOCIATED_WITH
5415,4322,ASSOCIATED_WITH
9246,8177,ASSOCIATED_WITH
9246,5709,CHILD_OF
2231,2230,SEE_ALSO
2230,2231,SEE_ALSO
5709,9246,PARENT_OF
7594,7595,SEE_ALSO
7595,7594,SEE_ALSO
9244,9243,CHILD_OF
9243,9244,PARENT_OF
5705,9243,SEE_ALSO
9245,9244,TOOK_OVER_FROM
9773,8722,SUCCEEDED__BY
9413,8722,SEE_ALSO
9226,430,WORKED_FOR
2234,2236,SEE_ALSO
2234,2235,SEE_ALSO
2234,2233,SEE_ALSO
2236,430,APPRENTICED_TO
2236,2233,SEE_ALSO
2236,2234,SEE_ALSO
2236,2235,SEE_ALSO
2235,2234,SEE_ALSO
2235,2236,SEE_ALSO
2235,2233,SEE_ALSO
2233,2236,SEE_ALSO
2233,2235,SEE_ALSO
2233,2234,SEE_ALSO
7597,7596,SUCCEEDED__BY
2463,2469,APPRENTICED_TO
8904,5711,SEE_ALSO
10016,5711,SEE_ALSO
7601,4414,TOOK_OVER_FROM
7601,9383,SUCCEEDED__BY
9383,7601,TOOK_OVER_FROM
402,286,APPRENTICED_TO
1609,1910,SAME_PREMISES_AS
1910,1609,SAME_PREMISES_AS
9512,8733,SEE_ALSO
3458,2110,HAD_APPRENTICE
3458,3439,APPRENTICED_TO
8731,8732,SEE_ALSO
8734,10332,SUCCEEDED__BY
10332,8734,TOOK_OVER_FROM
10464,10507,SUCCEEDED__BY
10507,10464,TOOK_OVER_FROM
3117,5713,PARENT_OF
3117,8885,UNKNOWN_RELATION
1007,276,SEE_ALSO
1007,3485,SEE_ALSO
8831,4560,SEE_ALSO
4281,4021,ASSOCIATED_WITH
4281,3117,TOOK_OVER_FROM
4281,2167,TOOK_OVER_FROM
4281,795,ASSOCIATED_WITH
4281,5713,SEE_ALSO
4281,4244,ASSOCIATED_WITH
4281,8886,ASSOCIATED_WITH
8886,5822,SEE_ALSO
7606,3352,SEE_ALSO
3352,7606,SEE_ALSO
7608,7606,SEE_ALSO
7608,3352,SEE_ALSO
7608,7607,SEE_ALSO
3120,3119,SEE_ALSO
7612,7615,SUCCEEDED__BY
7616,7615,TOOK_OVER_FROM
228,5414,APPRENTICED_TO
7622,4608,ASSOCIATED_WITH
8584,7624,CHILD_OF
7627,8584,SEE_ALSO
7626,7623,SEE_ALSO
2243,2241,SEE_ALSO
2243,2244,SEE_ALSO
2243,2242,SEE_ALSO
2243,3121,SEE_ALSO
2241,2975,APPRENTICED_TO
2241,2242,SEE_ALSO
2241,2243,SEE_ALSO
2241,3121,SEE_ALSO
2241,2914,ASSOCIATED_WITH
3121,2242,SEE_ALSO
3121,2244,SEE_ALSO
3121,2241,SEE_ALSO
3121,2243,SEE_ALSO
2242,2241,SEE_ALSO
2242,2244,SEE_ALSO
2242,2243,SEE_ALSO
2242,3121,SEE_ALSO
2244,2243,SEE_ALSO
2244,3121,SEE_ALSO
2244,2241,SEE_ALSO
2244,2242,SEE_ALSO
2975,9775,PARENT_OF
2975,5972,PARENT_OF
2975,8085,PARENT_OF
2975,5467,PARTNERSHIP
2975,9896,NEPHEW_NIECE_OF
2975,8086,PARTNERSHIP
2975,2241,HAD_APPRENTICE
4598,430,APPRENTICED_TO
4565,2242,SAME_PREMISES_AS
4565,2243,SEE_ALSO
4565,2241,SEE_ALSO
2245,4598,SEE_ALSO
3122,2964,SEE_ALSO
3122,4599,SUCCEEDED__BY
2964,3122,SEE_ALSO
258,259,SEE_ALSO
258,1714,SEE_ALSO
259,258,SEE_ALSO
238,4599,SEE_ALSO
4599,1430,SUCCEEDED__BY
4599,238,SEE_ALSO
4599,3122,SEE_ALSO
1430,4599,TOOK_OVER_FROM
1714,2964,SEE_ALSO
1714,258,SEE_ALSO
257,258,SEE_ALSO
257,259,SEE_ALSO
1413,4599,SEE_ALSO
1413,1430,SEE_ALSO
1439,4599,SUCCEEDED__BY
1439,1430,SEE_ALSO
712,258,SEE_ALSO
5717,5801,SEE_ALSO
9577,9576,SUCCEEDED__BY
7632,7632,SUCCEEDED__BY
9217,7614,NEPHEW_NIECE_OF
5718,5719,SEE_ALSO
5718,5718,SEE_ALSO
5718,4566,SEE_ALSO
5719,5718,SEE_ALSO
5719,4566,SEE_ALSO
5719,10516,SUCCEEDED__BY
9358,9883,EMPLOYED_BY
9358,4566,SIBLING_OF
9883,9358,PARENT_OF
9883,6367,WORKED_FOR
7636,9358,SEE_ALSO
9884,9358,TOOK_OVER_FROM
713,714,SAME_PREMISES_AS
7638,3739,SEE_ALSO
3739,7638,SEE_ALSO
3124,204,TOOK_OVER_FROM
3124,655,SUCCEEDED__BY
9885,10344,SUCCEEDED__BY
10344,10343,SAME_PREMISES_AS
10343,9885,CHILD_OF
10343,10344,SAME_PREMISES_AS
1600,1918,SEE_ALSO
1600,1917,SEE_ALSO
1600,1915,SEE_ALSO
1600,1524,PARTNERSHIP
1918,1600,SEE_ALSO
1918,1915,SEE_ALSO
1918,1917,SEE_ALSO
1918,1524,SEE_ALSO
1917,1524,PARTNERSHIP
1917,1918,SEE_ALSO
1917,1600,SEE_ALSO
1915,1917,SEE_ALSO
1915,1600,SEE_ALSO
1915,1524,SEE_ALSO
1915,1918,SEE_ALSO
1524,1915,SEE_ALSO
1524,1917,SEE_ALSO
1524,1600,SEE_ALSO
1524,1918,SEE_ALSO
1916,1915,SEE_ALSO
1916,1600,SEE_ALSO
1916,1918,SEE_ALSO
1916,1524,SEE_ALSO
1914,1915,SEE_ALSO
1914,1917,SEE_ALSO
1914,1121,SEE_ALSO
1914,1600,SEE_ALSO
1914,1918,SEE_ALSO
8770,3130,SEE_ALSO
8770,1129,SEE_ALSO
3130,3126,SEE_ALSO
3130,7645,SEE_ALSO
3130,3127,SEE_ALSO
3128,3127,SAME_PREMISES_AS
3128,3130,SEE_ALSO
3128,3126,SEE_ALSO
3128,7645,SUCCEEDED__BY
3127,3130,SEE_ALSO
7643,3129,SEE_ALSO
3126,3129,SEE_ALSO
3126,3130,SEE_ALSO
3126,3127,SEE_ALSO
7645,7646,SUCCEEDED__BY
7645,3128,TOOK_OVER_FROM
1129,8770,SEE_ALSO
1129,3130,SEE_ALSO
9041,3128,CHILD_OF
9041,7645,PARTNERSHIP
7646,3128,SEE_ALSO
7646,7643,SEE_ALSO
7646,3129,SEE_ALSO
7646,7645,TOOK_OVER_FROM
3064,5803,SEE_ALSO
5803,3064,SEE_ALSO
1946,5427,SEE_ALSO
5427,881,CHILD_OF
2470,1245,SEE_ALSO
3131,3132,SUCCEEDED__BY
3132,3131,TOOK_OVER_FROM
3132,3133,SUCCEEDED__BY
3133,3132,TOOK_OVER_FROM
10388,10315,SEE_ALSO
10315,10388,SEE_ALSO
716,500,ASSOCIATED_WITH
716,826,WORKED_FOR
716,430,WORKED_FOR
741,430,EMPLOYED_BY
741,312,TOOK_OVER_FROM
741,3567,HAD_APPRENTICE
7650,3472,APPRENTICED_TO
3741,2634,WORKED_FOR
7652,7652,SUCCEEDED__BY
5806,4573,SEE_ALSO
7653,8482,SAME_PREMISES_AS
1429,3073,SEE_ALSO
3073,1429,SEE_ALSO
9422,9423,SEE_ALSO
9422,9421,SEE_ALSO
9423,9422,SEE_ALSO
9423,9421,SEE_ALSO
7657,7656,SUCCEEDED__BY
9421,9423,SEE_ALSO
9421,9422,SEE_ALSO
74,121,SEE_ALSO
74,91,HAD_APPRENTICE
74,94,HAD_APPRENTICE
121,74,SEE_ALSO
2477,2599,HAD_APPRENTICE
2477,2469,APPRENTICED_TO
2477,2597,APPRENTICED_TO
3134,1000,TOOK_OVER_FROM
1175,753,APPRENTICED_TO
9895,9290,TOOK_OVER_FROM
7664,2087,TOOK_OVER_FROM
7664,7663,SEE_ALSO
5480,150,CHILD_OF
150,5480,PARENT_OF
7667,7666,SEE_ALSO
7668,7666,SEE_ALSO
10178,7671,PARTNERSHIP
7671,10178,SEE_ALSO
7671,9983,SEE_ALSO
8916,10566,TOOK_OVER_FROM
8915,10566,SEE_ALSO
8915,8914,TOOK_OVER_FROM
9983,7671,SUCCEEDED__BY
9842,3478,CHILD_OF
7674,7678,TOOK_OVER_FROM
7678,7674,SUCCEEDED__BY
7675,7681,SEE_ALSO
7681,7675,SEE_ALSO
7681,7683,SUCCEEDED__BY
7676,7676,SUCCEEDED__BY
7679,7682,SEE_ALSO
5808,3453,SUCCEEDED__BY
7686,2248,SEE_ALSO
7685,6195,TOOK_OVER_FROM
7684,7681,SEE_ALSO
1387,116,SEE_ALSO
8613,2906,SAME_PREMISES_AS
7688,5809,SEE_ALSO
719,720,HAD_APPRENTICE
719,721,SUCCEEDED__BY
719,507,TOOK_OVER_FROM
719,1082,SEE_ALSO
720,719,APPRENTICED_TO
720,721,TOOK_OVER_FROM
721,720,SUCCEEDED__BY
721,719,TOOK_OVER_FROM
268,720,SEE_ALSO
2249,2869,APPRENTICED_TO
2869,1391,SIBLING_OF
2869,2868,SEE_ALSO
2869,3382,SEE_ALSO
2869,2252,SEE_ALSO
2869,1390,APPRENTICED_TO
5810,2249,SEE_ALSO
7689,7690,SEE_ALSO
7690,7691,SUCCEEDED__BY
7691,7690,TOOK_OVER_FROM
288,1148,SUCCEEDED__BY
288,3138,SEE_ALSO
1148,3138,SUCCEEDED__BY
1148,288,SEE_ALSO
3138,1148,SEE_ALSO
3138,288,SEE_ALSO
5418,14,PARTNERSHIP
14,5418,TOOK_OVER_FROM
3139,3138,SEE_ALSO
3139,288,SEE_ALSO
3139,1148,SEE_ALSO
2250,2252,SEE_ALSO
2250,1391,SEE_ALSO
2250,9727,SEE_ALSO
2250,2868,SEE_ALSO
2250,2251,SEE_ALSO
2252,9727,SEE_ALSO
2252,1391,SEE_ALSO
2252,2250,SEE_ALSO
2252,2868,TOOK_OVER_FROM
2252,3140,SEE_ALSO
2252,2251,SEE_ALSO
2868,2252,SUCCEEDED__BY
2868,2869,SEE_ALSO
2868,3140,SEE_ALSO
2868,3382,SEE_ALSO
3140,2868,SEE_ALSO
3140,2869,SEE_ALSO
3140,2252,SEE_ALSO
3382,2869,SEE_ALSO
5510,1375,APPRENTICED_TO
722,1390,PARENT_OF
722,5,APPRENTICED_TO
2251,2250,SEE_ALSO
2251,1391,SEE_ALSO
2251,2868,SEE_ALSO
2251,2252,SEE_ALSO
723,4838,APPRENTICED_TO
3011,1801,ASSOCIATED_WITH
1295,1296,PARTNERSHIP
1295,421,CHILD_OF
1296,421,TOOK_OVER_FROM
1296,1295,SUCCEEDED__BY
9345,1296,SEE_ALSO
8822,1295,SUCCEEDED__BY
3141,7702,SEE_ALSO
3141,3142,SEE_ALSO
3745,3142,SEE_ALSO
3142,7702,SEE_ALSO
3142,3745,SEE_ALSO
3142,3143,SUCCEEDED__BY
3746,3143,TOOK_OVER_FROM
3143,3142,TOOK_OVER_FROM
1108,3142,SEE_ALSO
3748,3142,SUCCEEDED__BY
3748,3745,SEE_ALSO
3749,3747,SEE_ALSO
2255,7706,SEE_ALSO
7708,7704,SEE_ALSO
7711,7707,SEE_ALSO
7711,7710,SEE_ALSO
822,276,APPRENTICED_TO
822,725,SEE_ALSO
725,822,SEE_ALSO
1308,282,APPRENTICED_TO
7714,7713,SEE_ALSO
7714,7716,PARTNERSHIP
7713,7714,SEE_ALSO
7715,7714,SEE_ALSO
7715,3531,APPRENTICED_TO
7716,7714,SUCCEEDED__BY
2746,837,CHILD_OF
2746,752,SEE_ALSO
3020,2794,CHILD_OF
3020,4028,HAD_APPRENTICE
3020,3125,TOOK_OVER_FROM
9086,9246,ASSOCIATED_WITH
9086,9087,SEE_ALSO
752,7977,SEE_ALSO
752,837,APPRENTICED_TO
752,1943,SUCCEEDED__BY
3992,2561,APPRENTICED_TO
3992,2472,PARTNERSHIP
3125,2794,TOOK_OVER_FROM
3125,3020,SUCCEEDED__BY
8411,8375,SEE_ALSO
9087,3209,SEE_ALSO
981,980,SEE_ALSO
980,981,SEE_ALSO
3907,3889,TOOK_OVER_FROM
7722,7716,SEE_ALSO
7728,7725,SUCCEEDED__BY
9346,556,WORKED_FOR
4380,2256,TOOK_OVER_FROM
8615,3019,SEE_ALSO
7729,5816,TOOK_OVER_FROM
7731,7732,SUCCEEDED__BY
7732,7731,TOOK_OVER_FROM
535,7733,SUCCEEDED__BY
535,537,SUCCEEDED__BY
3147,5814,SEE_ALSO
3146,5814,SEE_ALSO
1604,3557,CHILD_OF
5817,7735,SEE_ALSO
7735,5817,SEE_ALSO
5590,870,APPRENTICED_TO
895,2808,UNCLE_AUNT_OF
895,1598,PARENT_OF
895,7738,PARTNERSHIP
1598,9012,PARENT_OF
1598,4648,SUCCEEDED__BY
1598,3282,WORKED_FOR
1598,5820,PARTNERSHIP
7738,4648,SEE_ALSO
7739,897,SEE_ALSO
9012,5820,PARTNERSHIP
9012,1598,SIBLING_OF
9012,4648,SIBLING_OF
5820,5819,SEE_ALSO
5820,909,SUCCEEDED__BY
3148,5818,SEE_ALSO
5818,3148,SEE_ALSO
5819,5820,SEE_ALSO
453,1603,SUCCEEDED__BY
1603,453,SEE_ALSO
1603,2257,SUCCEEDED__BY
2257,4581,SUCCEEDED__BY
4582,5822,SEE_ALSO
4582,2258,TOOK_OVER_FROM
4582,5825,SEE_ALSO
4582,8886,SUCCEEDED__BY
5822,4582,TOOK_OVER_FROM
5822,5825,PARTNERSHIP
717,249,SEE_ALSO
249,1694,HAD_APPRENTICE
249,717,SEE_ALSO
1694,249,APPRENTICED_TO
3528,2091,SEE_ALSO
3528,2090,SEE_ALSO
9145,529,PARTNERSHIP
9145,3150,PARTNERSHIP
529,7747,SUCCEEDED__BY
529,9145,SEE_ALSO
7745,5826,TOOK_OVER_FROM
7745,7746,SUCCEEDED__BY
5826,7745,SUCCEEDED__BY
5826,3150,SEE_ALSO
5826,529,SEE_ALSO
3150,7744,SAME_PREMISES_AS
3150,529,SUCCEEDED__BY
7744,3150,SEE_ALSO
7744,529,SEE_ALSO
7746,7745,TOOK_OVER_FROM
7747,529,SEE_ALSO
7748,7749,SUCCEEDED__BY
7748,2259,CHILD_OF
7749,7751,SUCCEEDED__BY
7749,4021,ASSOCIATED_WITH
4583,2259,TOOK_OVER_FROM
7751,7749,TOOK_OVER_FROM
8815,8784,TOOK_OVER_FROM
9711,9710,CHILD_OF
9711,4584,GRANDCHILD_OF
9710,4584,CHILD_OF
9710,9711,PARENT_OF
4584,9710,PARENT_OF
3151,4648,SEE_ALSO
3151,7738,SEE_ALSO
7760,7759,SUCCEEDED__BY
7759,7760,TOOK_OVER_FROM
2976,266,SEE_ALSO
266,2976,SEE_ALSO
266,1369,SUCCEEDED__BY
266,1314,SEE_ALSO
1314,5829,SUCCEEDED__BY
1314,1369,TOOK_OVER_FROM
1314,266,SEE_ALSO
5829,1314,TOOK_OVER_FROM
1369,266,TOOK_OVER_FROM
1369,1314,SUCCEEDED__BY
3155,3154,SEE_ALSO
3155,4586,SEE_ALSO
3155,3153,SEE_ALSO
3154,3155,SEE_ALSO
3154,3153,SEE_ALSO
4586,4585,SEE_ALSO
4585,4586,SEE_ALSO
4585,7765,SUCCEEDED__BY
7765,4585,TOOK_OVER_FROM
3153,3154,SEE_ALSO
3153,3155,SEE_ALSO
7763,7763,SUCCEEDED__BY
7764,5462,SEE_ALSO
7766,4587,SEE_ALSO
3001,3000,TOOK_OVER_FROM
1592,5836,SUCCEEDED__BY
1592,5835,SEE_ALSO
5837,5838,SEE_ALSO
8955,749,WORKED_FOR
5528,726,APPRENTICED_TO
5528,1344,SIBLING_OF
4391,1344,CHILD_OF
1920,728,TOOK_OVER_FROM
5526,726,SEE_ALSO
729,728,SEE_ALSO
4590,8617,SEE_ALSO
8617,4590,SEE_ALSO
71,87,HAD_APPRENTICE
326,3198,SEE_ALSO
326,1647,SEE_ALSO
462,1647,SEE_ALSO
462,1602,SEE_ALSO
1602,462,SEE_ALSO
10581,3702,SEE_ALSO
10581,462,SEE_ALSO
7774,7775,SUCCEEDED__BY
7775,7774,TOOK_OVER_FROM
5839,7774,SEE_ALSO
3817,905,SUCCEEDED__BY
905,3817,TOOK_OVER_FROM
3199,1103,SEE_ALSO
3199,1149,SEE_ALSO
3199,1119,TOOK_OVER_FROM
3199,1710,SEE_ALSO
1103,1149,SEE_ALSO
1103,3199,SEE_ALSO
1103,1710,SEE_ALSO
1103,1119,SEE_ALSO
1103,783,ASSOCIATED_WITH
1149,1710,SUCCEEDED__BY
1149,1103,SEE_ALSO
1149,1149,SEE_ALSO
1149,1119,SEE_ALSO
1119,3199,SUCCEEDED__BY
1119,1103,SEE_ALSO
1119,1149,SEE_ALSO
1119,1710,TOOK_OVER_FROM
1710,1103,SEE_ALSO
1710,1149,SEE_ALSO
1710,1119,SUCCEEDED__BY
1710,3199,SEE_ALSO
2488,2489,WORKED_FOR
2488,2453,CHILD_OF
2489,2453,SIBLING_OF
2489,2488,UNKNOWN_RELATION
2453,2489,SIBLING_OF
2453,2488,PARENT_OF
7778,7777,SEE_ALSO
5840,5839,SEE_ALSO
